Molecule ID,SMILES,Metabolites
AKR-inhibitor,COc1n[nH]c2ncc(C#Cc3c(F)ccc(CS(=O)(=O)Nc4ccccc4)c3F)cc12,O=c1[nH][nH]c2ncc(C#Cc3c(F)ccc(CS(=O)(=O)Nc4ccccc4)c3F)cc12 O=S(=O)(Cc1ccc(F)c(C#Cc2c[nH]c3ncc(O)cc23)c1F)Nc1ccccc1 COc1n[nH]c2ncc(C#Cc3c(F)ccc(CS(=O)(=O)O)c3F)cc12 O=S(=O)(Cc1ccc(F)c(C#Cc2cnc3[nH]nc(O)c3c2)c1F)Nc1ccccc1 COc1n[nH]c2ncc(C#Cc3c(F)ccc(CS(=O)(=O)Nc4cccc(O)c4)c3F)cc12 O=S(=O)(Cc1ccc(F)c(C#Cc2cnc3[nH]nc(O)c3c2)c1F)Nc1ccccc1F NS(=O)(=O)Cc1ccc(F)c(C#Cc2cnc3[nH]nc(O)c3c2)c1F COc1n[nH]c2ncc(C#Cc3c(F)ccc(CS(=O)(=O)Nc4ccc(O)cc4)c3F)cc12 O=S(=O)(Nc1ccccc1)Nc1ccc(F)c(C#Cc2cnc3[nH]nc(O)c3c2)c1F O=c1[nH]nc2[nH]cc(C#Cc3c(F)ccc(CS(=O)(=O)Nc4ccccc4)c3F)cc1-2
