"Atom number","Rang","Delta P"
"12","1","0.320"
"31","2","0.103"
"3","3","0.049"
"32","4","0.048"
"18","5","0.034"
"6","6","0.019"
"29","7","-0.002"
"37","8","-0.027"
"20","9","-0.028"
"28","10","-0.047"
"23","11","-0.050"
"14","12","-0.068"
"19","13","-0.086"
"13","14","-0.138"
"16","15","-0.141"
"9","16","-0.170"
"10","17","-0.179"
"33","18","-0.179"
"36","19","-0.189"
"7","20","-0.197"
"38","21","-0.218"
"35","22","-0.221"
"40","23","-0.227"
"41","24","-0.227"
"42","25","-0.227"
"34","26","-0.228"
"39","27","-0.234"
"22","28","-0.257"
"30","29","-0.282"
"25","30","-0.290"
"4","31","-0.302"
"27","32","-0.303"
"26","33","-0.305"
"2","34","-0.316"
"21","35","-0.316"
"5","36","-0.322"
"17","37","-0.348"
"24","38","-0.355"
"15","39","-0.368"
"8","40","-0.371"
"1","41","-0.382"
"11","42","-0.383"
