"Atom number","Rang","Delta P"
"29","1","0.340"
"14","2","0.334"
"17","3","0.334"
"12","4","0.016"
"7","5","-0.037"
"8","6","-0.037"
"9","7","-0.037"
"4","8","-0.185"
"5","9","-0.215"
"20","10","-0.215"
"24","11","-0.215"
"27","12","-0.215"
"25","13","-0.292"
"13","14","-0.296"
"23","15","-0.312"
"6","16","-0.376"
"10","17","-0.380"
"26","18","-0.402"
"2","19","-0.410"
"28","20","-0.416"
"18","21","-0.458"
"19","22","-0.488"
"38","23","-0.497"
"39","24","-0.497"
"40","25","-0.497"
"36","26","-0.520"
"34","27","-0.525"
"15","28","-0.545"
"16","29","-0.545"
"1","30","-0.570"
"33","31","-0.581"
"3","32","-0.586"
"32","33","-0.586"
"31","34","-0.599"
"30","35","-0.600"
"37","36","-0.600"
"11","37","-0.621"
"35","38","-0.771"
"21","39","-0.787"
"22","40","-0.815"
