"Atom number","Rang","Delta P"
"14","1","0.429"
"17","2","0.429"
"7","3","0.219"
"8","4","0.219"
"9","5","0.219"
"4","6","0.161"
"23","7","0.036"
"12","8","-0.024"
"5","9","-0.070"
"20","10","-0.070"
"24","11","-0.070"
"27","12","-0.070"
"29","13","-0.090"
"26","14","-0.128"
"28","15","-0.130"
"2","16","-0.182"
"13","17","-0.199"
"25","18","-0.232"
"34","19","-0.262"
"18","20","-0.285"
"6","21","-0.306"
"19","22","-0.348"
"32","23","-0.349"
"38","24","-0.391"
"39","25","-0.391"
"40","26","-0.391"
"15","27","-0.402"
"16","28","-0.402"
"1","29","-0.427"
"36","30","-0.427"
"37","31","-0.437"
"31","32","-0.465"
"3","33","-0.515"
"11","34","-0.536"
"30","35","-0.543"
"33","36","-0.555"
"10","37","-0.631"
"35","38","-0.631"
"21","39","-0.696"
"22","40","-0.771"
