"Atom number","Rang","Delta P"
"15","1","0.088"
"12","2","0.065"
"8","3","-0.030"
"4","4","-0.032"
"20","5","-0.037"
"7","6","-0.057"
"14","7","-0.058"
"26","8","-0.096"
"13","9","-0.102"
"22","10","-0.106"
"23","11","-0.106"
"24","12","-0.106"
"1","13","-0.116"
"5","14","-0.118"
"11","15","-0.119"
"21","16","-0.121"
"10","17","-0.135"
"28","18","-0.135"
"9","19","-0.136"
"29","20","-0.136"
"17","21","-0.177"
"2","22","-0.181"
"6","23","-0.191"
"16","24","-0.191"
"27","25","-0.201"
"18","26","-0.217"
"25","27","-0.257"
"3","28","-0.324"
"19","29","-0.361"
