"Atom number","Rang","Delta P"
"36","1","0.462"
"1","2","0.295"
"11","3","0.233"
"13","4","0.099"
"16","5","0.031"
"19","6","-0.175"
"7","7","-0.189"
"10","8","-0.189"
"14","9","-0.189"
"17","10","-0.189"
"20","11","-0.189"
"26","12","-0.189"
"31","13","-0.253"
"34","14","-0.253"
"9","15","-0.297"
"3","16","-0.299"
"24","17","-0.331"
"30","18","-0.422"
"35","19","-0.422"
"6","20","-0.426"
"27","21","-0.426"
"22","22","-0.433"
"4","23","-0.446"
"2","24","-0.582"
"25","25","-0.599"
"28","26","-0.648"
"8","27","-0.677"
"5","28","-0.685"
"23","29","-0.722"
"15","30","-0.733"
"18","31","-0.733"
"21","32","-0.733"
"12","33","-0.739"
"32","34","-0.741"
"29","35","-0.758"
"33","36","-0.773"
