"Atom number","Rang","Delta P"
"18","1","0.239"
"21","2","0.235"
"15","3","0.123"
"12","4","0.098"
"7","5","-0.041"
"10","6","-0.041"
"14","7","-0.041"
"17","8","-0.041"
"20","9","-0.041"
"33","10","-0.095"
"8","11","-0.109"
"32","12","-0.132"
"11","13","-0.148"
"36","14","-0.173"
"1","15","-0.180"
"29","16","-0.192"
"30","17","-0.219"
"35","18","-0.219"
"31","19","-0.236"
"34","20","-0.236"
"16","21","-0.237"
"13","22","-0.239"
"26","23","-0.241"
"27","24","-0.267"
"28","25","-0.276"
"4","26","-0.289"
"9","27","-0.290"
"22","28","-0.309"
"19","29","-0.313"
"3","30","-0.316"
"5","31","-0.321"
"6","32","-0.360"
"24","33","-0.402"
"25","34","-0.407"
"2","35","-0.426"
"23","36","-0.553"
