"Atom number","Rang","Delta P"
"60","1","0.647"
"47","2","0.414"
"56","3","0.329"
"37","4","0.308"
"55","5","0.298"
"7","6","0.291"
"27","7","0.291"
"41","8","0.286"
"36","9","0.272"
"40","10","0.235"
"42","11","0.235"
"4","12","0.227"
"16","13","0.227"
"24","14","0.227"
"48","15","0.227"
"18","16","0.223"
"54","17","0.222"
"19","18","0.218"
"61","19","0.162"
"23","20","0.160"
"35","21","0.159"
"25","22","0.143"
"33","23","0.135"
"3","24","0.126"
"39","25","0.126"
"43","26","0.126"
"57","27","0.117"
"5","28","0.113"
"26","29","0.092"
"22","30","0.076"
"63","31","0.076"
"6","32","0.069"
"9","33","0.060"
"29","34","0.060"
"34","35","0.060"
"46","36","0.060"
"17","37","0.058"
"62","38","0.038"
"2","39","0.035"
"38","40","0.029"
"69","41","0.024"
"59","42","0.019"
"68","43","0.012"
"15","44","-0.009"
"21","45","-0.024"
"10","46","-0.027"
"11","47","-0.027"
"30","48","-0.027"
"31","49","-0.027"
"65","50","-0.027"
"13","51","-0.030"
"32","52","-0.036"
"14","53","-0.040"
"45","54","-0.047"
"44","55","-0.051"
"49","56","-0.064"
"66","57","-0.142"
"8","58","-0.155"
"28","59","-0.155"
"1","60","-0.168"
"51","61","-0.178"
"20","62","-0.191"
"50","63","-0.201"
"67","64","-0.211"
"12","65","-0.224"
"53","66","-0.233"
"64","67","-0.273"
"58","68","-0.305"
"52","69","-0.312"
