"Atom number","Rang","Delta P"
"1","1","0.531"
"12","2","0.110"
"29","3","0.031"
"5","4","0.027"
"22","5","-0.026"
"6","6","-0.051"
"28","7","-0.051"
"31","8","-0.103"
"19","9","-0.158"
"7","10","-0.159"
"8","11","-0.159"
"30","12","-0.168"
"21","13","-0.192"
"27","14","-0.214"
"24","15","-0.333"
"25","16","-0.333"
"26","17","-0.333"
"17","18","-0.344"
"18","19","-0.350"
"4","20","-0.356"
"35","21","-0.361"
"9","22","-0.367"
"16","23","-0.373"
"3","24","-0.406"
"20","25","-0.427"
"34","26","-0.460"
"33","27","-0.461"
"23","28","-0.468"
"10","29","-0.482"
"14","30","-0.495"
"32","31","-0.514"
"2","32","-0.538"
"11","33","-0.551"
"15","34","-0.561"
"13","35","-0.654"
