"Atom number","Rang","Delta P"
"14","1","0.502"
"17","2","0.502"
"29","3","-0.045"
"12","4","-0.046"
"5","5","-0.059"
"20","6","-0.059"
"24","7","-0.059"
"27","8","-0.059"
"2","9","-0.173"
"7","10","-0.206"
"8","11","-0.206"
"9","12","-0.206"
"4","13","-0.239"
"23","14","-0.253"
"13","15","-0.260"
"18","16","-0.294"
"6","17","-0.308"
"26","18","-0.311"
"38","19","-0.332"
"39","20","-0.332"
"40","21","-0.332"
"28","22","-0.336"
"32","23","-0.348"
"34","24","-0.351"
"36","25","-0.391"
"25","26","-0.397"
"37","27","-0.400"
"1","28","-0.424"
"19","29","-0.435"
"15","30","-0.437"
"16","31","-0.437"
"30","32","-0.449"
"3","33","-0.468"
"21","34","-0.566"
"33","35","-0.577"
"10","36","-0.578"
"31","37","-0.594"
"35","38","-0.596"
"11","39","-0.601"
"22","40","-0.704"
