"Atom number","Rang","Delta P"
"36","1","0.913"
"11","2","0.500"
"24","3","0.404"
"1","4","0.123"
"19","5","-0.324"
"16","6","-0.361"
"7","7","-0.460"
"10","8","-0.460"
"14","9","-0.460"
"17","10","-0.460"
"20","11","-0.460"
"13","12","-0.477"
"3","13","-0.482"
"31","14","-0.522"
"34","15","-0.522"
"9","16","-0.576"
"22","17","-0.599"
"4","18","-0.601"
"30","19","-0.615"
"35","20","-0.615"
"6","21","-0.620"
"26","22","-0.658"
"5","23","-0.723"
"12","24","-0.760"
"8","25","-0.781"
"2","26","-0.815"
"23","27","-0.836"
"27","28","-0.839"
"18","29","-0.863"
"21","30","-0.863"
"15","31","-0.876"
"28","32","-0.881"
"32","33","-0.886"
"25","34","-0.890"
"33","35","-0.907"
"29","36","-0.952"
