"Atom number","Rang","Delta P"
"15","1","0.605"
"26","2","0.574"
"21","3","0.316"
"12","4","0.243"
"11","5","0.031"
"30","6","-0.120"
"36","7","-0.120"
"2","8","-0.159"
"1","9","-0.173"
"13","10","-0.252"
"28","11","-0.318"
"34","12","-0.318"
"14","13","-0.324"
"3","14","-0.373"
"32","15","-0.423"
"38","16","-0.423"
"18","17","-0.459"
"20","18","-0.459"
"23","19","-0.459"
"10","20","-0.482"
"8","21","-0.494"
"25","22","-0.510"
"6","23","-0.538"
"22","24","-0.576"
"4","25","-0.601"
"7","26","-0.628"
"27","27","-0.631"
"17","28","-0.669"
"19","29","-0.669"
"24","30","-0.669"
"5","31","-0.672"
"16","32","-0.785"
"29","33","-0.824"
"31","34","-0.824"
"33","35","-0.824"
"35","36","-0.824"
"37","37","-0.824"
"39","38","-0.824"
"9","39","-0.838"
