"Atom number","Rang","Delta P"
"24","1","0.187"
"27","2","0.037"
"51","3","-0.012"
"73","4","-0.057"
"75","5","-0.057"
"59","6","-0.066"
"67","7","-0.128"
"11","8","-0.145"
"20","9","-0.154"
"54","10","-0.172"
"63","11","-0.177"
"46","12","-0.179"
"16","13","-0.185"
"23","14","-0.208"
"19","15","-0.259"
"17","16","-0.268"
"83","17","-0.292"
"18","18","-0.303"
"3","19","-0.373"
"5","20","-0.373"
"21","21","-0.373"
"26","22","-0.378"
"29","23","-0.378"
"9","24","-0.401"
"71","25","-0.406"
"2","26","-0.409"
"72","27","-0.415"
"7","28","-0.443"
"65","29","-0.448"
"12","30","-0.450"
"50","31","-0.453"
"40","32","-0.455"
"28","33","-0.484"
"10","34","-0.491"
"57","35","-0.499"
"49","36","-0.501"
"38","37","-0.508"
"4","38","-0.527"
"30","39","-0.568"
"85","40","-0.572"
"69","41","-0.578"
"86","42","-0.582"
"48","43","-0.595"
"14","44","-0.605"
"37","45","-0.607"
"22","46","-0.618"
"25","47","-0.633"
"44","48","-0.637"
"13","49","-0.640"
"32","50","-0.648"
"39","51","-0.660"
"33","52","-0.662"
"15","53","-0.667"
"35","54","-0.674"
"36","55","-0.681"
"43","56","-0.684"
"79","57","-0.685"
"8","58","-0.693"
"78","59","-0.696"
"74","60","-0.724"
"76","61","-0.724"
"56","62","-0.729"
"6","63","-0.738"
"82","64","-0.747"
"53","65","-0.771"
"58","66","-0.771"
"64","67","-0.771"
"55","68","-0.774"
"31","69","-0.796"
"1","70","-0.808"
"45","71","-0.809"
"47","72","-0.809"
"52","73","-0.809"
"66","74","-0.809"
"68","75","-0.818"
"70","76","-0.819"
"84","77","-0.820"
"62","78","-0.843"
"80","79","-0.843"
"61","80","-0.844"
"87","81","-0.847"
"88","82","-0.857"
"60","83","-0.870"
"77","84","-0.870"
"34","85","-0.900"
"41","86","-0.908"
"42","87","-0.912"
"81","88","-0.924"
