"Atom number","Rang","Delta P"
"9","1","0.407"
"13","2","0.088"
"16","3","0.088"
"6","4","0.066"
"28","5","0.042"
"18","6","-0.051"
"31","7","-0.051"
"7","8","-0.078"
"8","9","-0.126"
"19","10","-0.160"
"30","11","-0.160"
"12","12","-0.188"
"17","13","-0.188"
"23","14","-0.195"
"27","15","-0.207"
"3","16","-0.238"
"24","17","-0.239"
"4","18","-0.334"
"29","19","-0.367"
"1","20","-0.395"
"25","21","-0.404"
"20","22","-0.416"
"22","23","-0.416"
"26","24","-0.440"
"2","25","-0.442"
"11","26","-0.464"
"21","27","-0.471"
"14","28","-0.487"
"15","29","-0.513"
"10","30","-0.576"
"5","31","-0.580"
