"Atom number","Rang","Delta P"
"2","1","0.722"
"1","2","0.716"
"20","3","0.368"
"11","4","0.201"
"14","5","0.192"
"18","6","0.192"
"24","7","0.192"
"25","8","0.162"
"27","9","0.098"
"28","10","0.098"
"13","11","0.034"
"17","12","0.034"
"23","13","0.019"
"15","14","0.012"
"16","15","0.012"
"22","16","0.001"
"26","17","-0.007"
"4","18","-0.034"
"21","19","-0.040"
"3","20","-0.053"
"31","21","-0.054"
"9","22","-0.081"
"30","23","-0.131"
"7","24","-0.148"
"12","25","-0.219"
"19","26","-0.219"
"5","27","-0.270"
"8","28","-0.404"
"29","29","-0.436"
"10","30","-0.596"
"6","31","-0.679"
