"Atom number","Rang","Delta P"
"24","1","0.465"
"43","2","0.464"
"45","3","0.464"
"8","4","0.435"
"2","5","0.410"
"41","6","0.342"
"20","7","0.326"
"44","8","0.271"
"46","9","0.271"
"35","10","0.186"
"3","11","0.179"
"10","12","0.179"
"26","13","0.179"
"29","14","0.179"
"25","15","0.177"
"42","16","0.176"
"21","17","0.160"
"28","18","0.157"
"34","19","0.110"
"36","20","0.110"
"6","21","0.107"
"1","22","0.095"
"9","23","0.093"
"7","24","0.087"
"23","25","0.082"
"33","26","0.081"
"37","27","0.081"
"16","28","0.036"
"15","29","0.004"
"14","30","-0.007"
"39","31","-0.009"
"17","32","-0.026"
"4","33","-0.027"
"13","34","-0.040"
"11","35","-0.081"
"31","36","-0.089"
"18","37","-0.113"
"5","38","-0.141"
"32","39","-0.142"
"40","40","-0.167"
"12","41","-0.181"
"27","42","-0.218"
"30","43","-0.218"
"38","44","-0.295"
"22","45","-0.344"
"19","46","-0.523"
