"Atom number","Rang","Delta P"
"16","1","-0.047"
"4","2","-0.069"
"26","3","-0.070"
"25","4","-0.075"
"22","5","-0.090"
"23","6","-0.090"
"8","7","-0.092"
"21","8","-0.113"
"1","9","-0.114"
"35","10","-0.144"
"36","11","-0.144"
"37","12","-0.144"
"17","13","-0.150"
"19","14","-0.150"
"20","15","-0.150"
"15","16","-0.159"
"10","17","-0.176"
"18","18","-0.190"
"14","19","-0.191"
"9","20","-0.192"
"34","21","-0.195"
"12","22","-0.204"
"24","23","-0.207"
"7","24","-0.254"
"33","25","-0.256"
"28","26","-0.259"
"11","27","-0.286"
"13","28","-0.302"
"6","29","-0.312"
"27","30","-0.327"
"29","31","-0.361"
"31","32","-0.361"
"2","33","-0.371"
"30","34","-0.375"
"32","35","-0.375"
"5","36","-0.382"
"3","37","-0.501"
