"Atom number","Rang","Delta P"
"7","1","-0.147"
"6","2","-0.166"
"4","3","-0.175"
"27","4","-0.178"
"17","5","-0.203"
"19","6","-0.203"
"12","7","-0.224"
"11","8","-0.327"
"13","9","-0.333"
"29","10","-0.355"
"31","11","-0.355"
"15","12","-0.381"
"21","13","-0.407"
"9","14","-0.420"
"18","15","-0.429"
"30","16","-0.430"
"32","17","-0.430"
"20","18","-0.478"
"5","19","-0.480"
"25","20","-0.487"
"33","21","-0.527"
"3","22","-0.541"
"22","23","-0.544"
"23","24","-0.544"
"34","25","-0.545"
"16","26","-0.557"
"28","27","-0.558"
"2","28","-0.560"
"24","29","-0.568"
"35","30","-0.583"
"36","31","-0.583"
"37","32","-0.583"
"1","33","-0.594"
"10","34","-0.627"
"14","35","-0.765"
"8","36","-0.825"
"26","37","-0.855"
