"Atom number","Rang","Delta P"
"27","1","0.659"
"6","2","0.315"
"39","3","0.240"
"37","4","0.202"
"29","5","0.179"
"23","6","0.168"
"52","7","0.166"
"17","8","0.151"
"40","9","0.128"
"45","10","0.122"
"24","11","0.120"
"41","12","0.120"
"26","13","0.119"
"28","14","0.101"
"30","15","0.091"
"16","16","0.087"
"18","17","0.087"
"9","18","0.085"
"10","19","0.071"
"4","20","0.053"
"11","21","0.023"
"25","22","-0.005"
"35","23","-0.008"
"55","24","-0.008"
"15","25","-0.024"
"19","26","-0.024"
"32","27","-0.027"
"53","28","-0.048"
"2","29","-0.059"
"44","30","-0.091"
"50","31","-0.101"
"5","32","-0.131"
"34","33","-0.133"
"56","34","-0.133"
"49","35","-0.145"
"31","36","-0.182"
"51","37","-0.203"
"13","38","-0.214"
"48","39","-0.217"
"36","40","-0.221"
"46","41","-0.227"
"33","42","-0.259"
"8","43","-0.262"
"43","44","-0.266"
"21","45","-0.272"
"1","46","-0.285"
"14","47","-0.308"
"42","48","-0.310"
"20","49","-0.313"
"54","50","-0.315"
"38","51","-0.359"
"47","52","-0.365"
"12","53","-0.389"
"22","54","-0.393"
"7","55","-0.421"
"3","56","-0.457"
