"Atom number","Rang","Delta P"
"14","1","0.755"
"9","2","0.479"
"23","3","0.397"
"19","4","0.387"
"6","5","0.382"
"20","6","0.340"
"22","7","0.317"
"24","8","0.272"
"15","9","0.214"
"18","10","0.149"
"25","11","0.143"
"1","12","0.091"
"4","13","0.022"
"16","14","-0.006"
"27","15","-0.010"
"7","16","-0.056"
"2","17","-0.116"
"8","18","-0.285"
"21","19","-0.298"
"26","20","-0.378"
"3","21","-0.526"
"12","22","-0.532"
"17","23","-0.534"
"11","24","-0.539"
"5","25","-0.686"
"10","26","-0.716"
"13","27","-0.808"
