"Atom number","Rang","Delta P"
"8","1","0.304"
"15","2","0.214"
"6","3","0.143"
"7","4","0.122"
"16","5","-0.029"
"4","6","-0.125"
"17","7","-0.220"
"19","8","-0.220"
"12","9","-0.228"
"22","10","-0.251"
"23","11","-0.251"
"27","12","-0.268"
"13","13","-0.272"
"25","14","-0.277"
"11","15","-0.294"
"9","16","-0.307"
"35","17","-0.348"
"36","18","-0.348"
"37","19","-0.348"
"18","20","-0.391"
"21","21","-0.395"
"5","22","-0.409"
"20","23","-0.437"
"1","24","-0.463"
"29","25","-0.469"
"31","26","-0.469"
"30","27","-0.482"
"32","28","-0.482"
"24","29","-0.504"
"34","30","-0.549"
"3","31","-0.559"
"33","32","-0.583"
"28","33","-0.614"
"10","34","-0.622"
"26","35","-0.710"
"14","36","-0.786"
"2","37","-0.820"
