"Atom number","Rang","Delta P"
"18","1","0.427"
"31","2","0.346"
"22","3","0.298"
"26","4","0.271"
"5","5","0.150"
"14","6","0.150"
"25","7","0.101"
"27","8","0.047"
"20","9","-0.010"
"6","10","-0.043"
"13","11","-0.043"
"24","12","-0.072"
"21","13","-0.139"
"9","14","-0.162"
"7","15","-0.269"
"29","16","-0.295"
"30","17","-0.326"
"10","18","-0.329"
"11","19","-0.329"
"12","20","-0.329"
"2","21","-0.386"
"17","22","-0.439"
"3","23","-0.456"
"4","24","-0.456"
"1","25","-0.468"
"16","26","-0.494"
"8","27","-0.614"
"23","28","-0.684"
"15","29","-0.685"
"19","30","-0.716"
"28","31","-0.814"
