"Atom number","Rang","Delta P"
"42","1","0.538"
"43","2","0.538"
"24","3","0.474"
"41","4","0.414"
"23","5","0.386"
"34","6","0.351"
"38","7","0.326"
"37","8","0.198"
"39","9","-0.008"
"28","10","-0.010"
"40","11","-0.028"
"17","12","-0.057"
"2","13","-0.068"
"1","14","-0.096"
"27","15","-0.142"
"18","16","-0.192"
"19","17","-0.192"
"3","18","-0.296"
"14","19","-0.313"
"29","20","-0.313"
"7","21","-0.338"
"4","22","-0.360"
"26","23","-0.365"
"35","24","-0.406"
"31","25","-0.425"
"15","26","-0.447"
"5","27","-0.463"
"11","28","-0.468"
"32","29","-0.499"
"22","30","-0.502"
"9","31","-0.540"
"12","32","-0.556"
"36","33","-0.565"
"16","34","-0.593"
"8","35","-0.596"
"20","36","-0.604"
"25","37","-0.610"
"33","38","-0.616"
"10","39","-0.640"
"21","40","-0.642"
"13","41","-0.654"
"6","42","-0.674"
"30","43","-0.736"
