"Atom number","Rang","Delta P"
"73","1","-0.065"
"75","2","-0.065"
"83","3","-0.069"
"27","4","-0.085"
"54","5","-0.090"
"51","6","-0.111"
"67","7","-0.111"
"24","8","-0.129"
"59","9","-0.165"
"11","10","-0.210"
"17","11","-0.316"
"19","12","-0.322"
"38","13","-0.360"
"85","14","-0.381"
"71","15","-0.425"
"72","16","-0.425"
"40","17","-0.431"
"16","18","-0.435"
"50","19","-0.450"
"2","20","-0.452"
"65","21","-0.453"
"9","22","-0.476"
"18","23","-0.483"
"63","24","-0.496"
"86","25","-0.496"
"20","26","-0.499"
"12","27","-0.508"
"3","28","-0.518"
"5","29","-0.518"
"21","30","-0.518"
"33","31","-0.536"
"4","32","-0.539"
"22","33","-0.568"
"57","34","-0.572"
"7","35","-0.575"
"37","36","-0.584"
"46","37","-0.608"
"26","38","-0.609"
"29","39","-0.609"
"23","40","-0.613"
"10","41","-0.623"
"36","42","-0.633"
"79","43","-0.633"
"44","44","-0.647"
"28","45","-0.648"
"48","46","-0.649"
"8","47","-0.653"
"32","48","-0.660"
"82","49","-0.669"
"39","50","-0.677"
"15","51","-0.721"
"14","52","-0.728"
"69","53","-0.730"
"43","54","-0.744"
"78","55","-0.744"
"25","56","-0.750"
"13","57","-0.753"
"6","58","-0.764"
"30","59","-0.772"
"35","60","-0.775"
"56","61","-0.795"
"49","62","-0.800"
"31","63","-0.815"
"55","64","-0.843"
"64","65","-0.843"
"68","66","-0.843"
"74","67","-0.843"
"76","68","-0.843"
"84","69","-0.843"
"88","70","-0.843"
"1","71","-0.866"
"47","72","-0.877"
"52","73","-0.877"
"53","74","-0.877"
"58","75","-0.877"
"61","76","-0.877"
"66","77","-0.877"
"87","78","-0.877"
"70","79","-0.883"
"45","80","-0.905"
"62","81","-0.905"
"80","82","-0.905"
"42","83","-0.923"
"34","84","-0.927"
"60","85","-0.927"
"81","86","-0.927"
"77","87","-0.940"
"41","88","-0.953"
