"Atom number","Rang","Delta P"
"60","1","0.434"
"7","2","0.222"
"27","3","0.222"
"37","4","0.139"
"47","5","0.135"
"36","6","0.091"
"56","7","0.088"
"19","8","0.047"
"41","9","0.039"
"63","10","0.035"
"55","11","0.027"
"40","12","0.009"
"42","13","0.009"
"17","14","-0.018"
"57","15","-0.042"
"39","16","-0.047"
"43","17","-0.047"
"23","18","-0.050"
"25","19","-0.060"
"54","20","-0.069"
"33","21","-0.070"
"4","22","-0.076"
"16","23","-0.076"
"24","24","-0.076"
"48","25","-0.076"
"18","26","-0.088"
"3","27","-0.092"
"5","28","-0.093"
"49","29","-0.093"
"35","30","-0.095"
"61","31","-0.105"
"67","32","-0.105"
"26","33","-0.112"
"51","34","-0.119"
"6","35","-0.148"
"68","36","-0.183"
"21","37","-0.185"
"65","38","-0.185"
"69","39","-0.196"
"38","40","-0.201"
"22","41","-0.205"
"50","42","-0.210"
"34","43","-0.222"
"46","44","-0.222"
"45","45","-0.230"
"62","46","-0.237"
"66","47","-0.244"
"15","48","-0.245"
"32","49","-0.246"
"2","50","-0.259"
"44","51","-0.259"
"11","52","-0.266"
"31","53","-0.266"
"59","54","-0.275"
"14","55","-0.293"
"9","56","-0.302"
"29","57","-0.302"
"10","58","-0.305"
"30","59","-0.305"
"20","60","-0.327"
"1","61","-0.344"
"64","62","-0.354"
"8","63","-0.364"
"28","64","-0.364"
"13","65","-0.382"
"12","66","-0.390"
"53","67","-0.404"
"52","68","-0.433"
"58","69","-0.493"
