"Atom number","Rang","Delta P"
"17","1","0.091"
"19","2","0.091"
"4","3","0.016"
"12","4","0.009"
"27","5","0.002"
"15","6","-0.013"
"11","7","-0.014"
"7","8","-0.028"
"9","9","-0.050"
"13","10","-0.085"
"6","11","-0.115"
"18","12","-0.157"
"24","13","-0.158"
"29","14","-0.161"
"31","15","-0.161"
"25","16","-0.229"
"21","17","-0.234"
"20","18","-0.260"
"3","19","-0.300"
"10","20","-0.300"
"5","21","-0.326"
"30","22","-0.334"
"32","23","-0.334"
"22","24","-0.411"
"23","25","-0.411"
"16","26","-0.417"
"34","27","-0.425"
"33","28","-0.449"
"1","29","-0.459"
"35","30","-0.481"
"36","31","-0.481"
"37","32","-0.481"
"28","33","-0.482"
"8","34","-0.519"
"14","35","-0.547"
"2","36","-0.676"
"26","37","-0.779"
