"Atom number","Rang","Delta P"
"2","1","0.778"
"1","2","0.534"
"8","3","0.484"
"10","4","0.484"
"3","5","0.284"
"16","6","-0.119"
"23","7","-0.211"
"7","8","-0.214"
"5","9","-0.293"
"9","10","-0.310"
"11","11","-0.310"
"22","12","-0.350"
"26","13","-0.351"
"27","14","-0.351"
"24","15","-0.387"
"25","16","-0.426"
"17","17","-0.428"
"15","18","-0.434"
"6","19","-0.496"
"12","20","-0.515"
"20","21","-0.638"
"21","22","-0.671"
"4","23","-0.693"
"29","24","-0.701"
"18","25","-0.719"
"28","26","-0.759"
"14","27","-0.903"
"13","28","-0.927"
"19","29","-0.961"
