"Atom number","Rang","Delta P"
"26","1","0.734"
"27","2","0.582"
"6","3","0.213"
"28","4","0.019"
"29","5","0.006"
"40","6","-0.002"
"17","7","-0.020"
"23","8","-0.049"
"24","9","-0.073"
"41","10","-0.073"
"30","11","-0.090"
"16","12","-0.103"
"18","13","-0.103"
"52","14","-0.120"
"45","15","-0.134"
"10","16","-0.135"
"4","17","-0.136"
"9","18","-0.162"
"37","19","-0.172"
"15","20","-0.203"
"19","21","-0.203"
"25","22","-0.215"
"11","23","-0.219"
"53","24","-0.231"
"38","25","-0.249"
"31","26","-0.263"
"32","27","-0.292"
"3","28","-0.306"
"13","29","-0.307"
"54","30","-0.307"
"34","31","-0.309"
"56","32","-0.309"
"35","33","-0.311"
"55","34","-0.311"
"2","35","-0.314"
"39","36","-0.316"
"20","37","-0.318"
"50","38","-0.322"
"44","39","-0.347"
"5","40","-0.358"
"48","41","-0.359"
"22","42","-0.366"
"1","43","-0.383"
"21","44","-0.425"
"14","45","-0.438"
"33","46","-0.440"
"51","47","-0.444"
"36","48","-0.450"
"43","49","-0.486"
"8","50","-0.508"
"47","51","-0.512"
"46","52","-0.520"
"12","53","-0.523"
"49","54","-0.533"
"42","55","-0.558"
"7","56","-0.610"
