"Atom number","Rang","Delta P"
"9","1","0.513"
"1","2","0.137"
"24","3","0.116"
"20","4","0.112"
"6","5","0.016"
"7","6","-0.045"
"13","7","-0.051"
"16","8","-0.051"
"22","9","-0.093"
"18","10","-0.097"
"31","11","-0.097"
"19","12","-0.156"
"30","13","-0.156"
"12","14","-0.216"
"17","15","-0.216"
"8","16","-0.262"
"4","17","-0.291"
"27","18","-0.294"
"29","19","-0.334"
"3","20","-0.350"
"14","21","-0.388"
"5","22","-0.450"
"2","23","-0.485"
"28","24","-0.488"
"10","25","-0.491"
"26","26","-0.496"
"23","27","-0.514"
"15","28","-0.522"
"11","29","-0.551"
"25","30","-0.632"
"21","31","-0.640"
