"Atom number","Rang","Delta P"
"68","1","0.742"
"67","2","0.535"
"60","3","0.482"
"20","4","0.213"
"47","5","0.156"
"59","6","0.128"
"18","7","0.123"
"19","8","0.094"
"37","9","0.050"
"56","10","0.033"
"36","11","0.007"
"7","12","-0.002"
"27","13","-0.002"
"23","14","-0.015"
"41","15","-0.023"
"55","16","-0.042"
"63","17","-0.054"
"40","18","-0.070"
"42","19","-0.070"
"4","20","-0.071"
"16","21","-0.071"
"24","22","-0.071"
"48","23","-0.071"
"35","24","-0.076"
"25","25","-0.083"
"69","26","-0.112"
"11","27","-0.113"
"31","28","-0.113"
"26","29","-0.117"
"8","30","-0.122"
"28","31","-0.122"
"10","32","-0.128"
"30","33","-0.128"
"5","34","-0.139"
"65","35","-0.148"
"61","36","-0.158"
"6","37","-0.165"
"22","38","-0.169"
"46","39","-0.172"
"34","40","-0.179"
"2","41","-0.183"
"66","42","-0.198"
"3","43","-0.205"
"39","44","-0.208"
"43","45","-0.208"
"62","46","-0.210"
"54","47","-0.221"
"33","48","-0.232"
"49","49","-0.240"
"14","50","-0.243"
"17","51","-0.244"
"57","52","-0.280"
"32","53","-0.288"
"9","54","-0.295"
"29","55","-0.295"
"38","56","-0.328"
"21","57","-0.339"
"12","58","-0.352"
"44","59","-0.358"
"64","60","-0.374"
"15","61","-0.381"
"45","62","-0.388"
"1","63","-0.590"
"50","64","-0.611"
"13","65","-0.618"
"52","66","-0.652"
"51","67","-0.689"
"53","68","-0.708"
"58","69","-0.749"
