"Atom number","Rang","Delta P"
"29","1","0.535"
"31","2","0.313"
"4","3","0.236"
"19","4","0.150"
"21","5","0.150"
"11","6","0.045"
"15","7","0.045"
"6","8","0.039"
"18","9","0.003"
"22","10","0.003"
"16","11","-0.039"
"7","12","-0.047"
"8","13","-0.047"
"24","14","-0.059"
"10","15","-0.082"
"12","16","-0.085"
"25","17","-0.183"
"9","18","-0.280"
"17","19","-0.286"
"14","20","-0.326"
"5","21","-0.436"
"20","22","-0.451"
"23","23","-0.463"
"26","24","-0.500"
"1","25","-0.519"
"30","26","-0.523"
"28","27","-0.533"
"3","28","-0.576"
"2","29","-0.619"
"27","30","-0.690"
"13","31","-0.777"
