"Atom number","Rang","Delta P"
"8","1","0.682"
"10","2","0.682"
"1","3","0.525"
"16","4","-0.027"
"3","5","-0.153"
"5","6","-0.163"
"26","7","-0.185"
"27","8","-0.185"
"9","9","-0.259"
"11","10","-0.259"
"17","11","-0.328"
"15","12","-0.353"
"12","13","-0.362"
"25","14","-0.401"
"6","15","-0.412"
"4","16","-0.477"
"7","17","-0.489"
"23","18","-0.491"
"24","19","-0.597"
"2","20","-0.620"
"29","21","-0.634"
"20","22","-0.681"
"28","23","-0.737"
"21","24","-0.740"
"14","25","-0.778"
"18","26","-0.813"
"13","27","-0.832"
"22","28","-0.905"
"19","29","-0.918"
