"Atom number","Rang","Delta P"
"9","1","0.734"
"19","2","0.596"
"23","3","0.415"
"6","4","0.367"
"20","5","0.335"
"22","6","0.302"
"24","7","0.291"
"7","8","0.224"
"15","9","0.166"
"25","10","0.135"
"27","11","0.128"
"4","12","0.078"
"8","13","0.055"
"18","14","-0.015"
"14","15","-0.023"
"1","16","-0.028"
"10","17","-0.163"
"11","18","-0.166"
"16","19","-0.191"
"12","20","-0.195"
"2","21","-0.218"
"21","22","-0.289"
"5","23","-0.416"
"26","24","-0.445"
"3","25","-0.481"
"17","26","-0.551"
"13","27","-0.702"
