"Atom number","Rang","Delta P"
"1","1","0.574"
"29","2","0.218"
"12","3","0.141"
"22","4","0.127"
"6","5","0.124"
"28","6","0.124"
"30","7","0.051"
"8","8","0.048"
"31","9","-0.039"
"24","10","-0.043"
"25","11","-0.043"
"26","12","-0.043"
"9","13","-0.116"
"35","14","-0.116"
"7","15","-0.173"
"19","16","-0.192"
"20","17","-0.206"
"33","18","-0.208"
"10","19","-0.222"
"17","20","-0.237"
"27","21","-0.248"
"14","22","-0.252"
"23","23","-0.261"
"21","24","-0.265"
"3","25","-0.311"
"2","26","-0.316"
"5","27","-0.318"
"4","28","-0.336"
"32","29","-0.346"
"18","30","-0.350"
"34","31","-0.466"
"11","32","-0.516"
"13","33","-0.527"
"15","34","-0.800"
"16","35","-0.802"
