name,substrate,predict
1,O=C(N[C@@H](C(C)(C)C)C(N1CC2(SCCS2)C[C@H]1C(N[C@@H](C[C@@H]3CCNC3=O)C#N)=O)=O)C(F)(F)F,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)SCCS2=O|CC(C)(CO)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)SCCS2|CC(C)(C)[C@H](N)C(=O)N1CC2(C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)SCCS2|CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CC(O)NC1=O)SCCS2|CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)O)SCCS2|CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2|CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC(S)(SCC=O)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O|CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(N)=O)SCCS2|CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)SCC(O)S2|CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(=O)N[C@H](C#N)C[C@H]1CC(O)NC1=O)SCCS2|CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@]2(C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)SCCS2=O|CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(=O)N[C@H](C#N)C[C@H]1CCNC1=O)SCCS2=O|CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@@]2(C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)SCCS2=O|CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1C(=O)NCC1O)SCCS2|CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(=O)N[C@H](C#N)CCC(=O)NCC=O)SCCS2|CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(O)N1CC2(C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)SCCS2|CC(C)(CO)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(=O)NC(C#N)C[C@@H]1CCNC1=O)SCCS2|CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)SCCS2|CC(C)(C)C(NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)SCCS2=O|CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(N)=O)SCCS2
2,ClC(C=C1C2=CC(N(C=C2OC)[C@H](C(NC3=CC=C(C(F)=C3)C(N)=O)=O)CC)=O)=CC=C1N(N=N4)C=C4C(F)(F)F,CC[C@@H](C(=O)NC1=CC=C(C(=O)O)C(F)=C1)N1C=C(OC)C(C2=CC(Cl)=CC=C2N2C=C(C(F)(F)F)N=N2)=CC1=O|CC[C@@H](C(=O)O)N1C=C(OC)C(C2=CC(Cl)=CC=C2N2C=C(C(F)(F)F)N=N2)=CC1=O|CC[C@@H](C(=O)NC1=CC=C(C(N)=O)C(O)=C1)N1C=C(OC)C(C2=CC(Cl)=CC=C2N2C=C(C(F)(F)F)N=N2)=CC1=O|COC1=CN([C@@H](CCO)C(=O)NC2=CC=C(C(N)=O)C(F)=C2)C(=O)C=C1C1=CC(Cl)=CC=C1N1C=C(C(F)(F)F)N=N1|CC[C@@H](C(=O)NC1=CC=C(C(N)=O)C(F)=C1)N1C=C(O)C(C2=CC(Cl)=CC=C2N2C=C(C(F)(F)F)N=N2)=CC1=O|COC1=CN([C@H](C(=O)NC2=CC=C(C(N)=O)C(F)=C2)C(C)O)C(=O)C=C1C1=CC(Cl)=CC=C1N1C=C(C(F)(F)F)N=N1|CC[C@@H](C(=O)NC1=CC(O)=C(C(N)=O)C(F)=C1)N1C=C(OC)C(C2=CC(Cl)=CC=C2N2C=C(C(F)(F)F)N=N2)=CC1=O|COC1=CNC(=O)C=C1C1=CC(Cl)=CC=C1N1C=C(C(F)(F)F)N=N1|CC[C@@H](C(N)=O)N1C=C(OC)C(C2=CC(Cl)=CC=C2N2C=C(C(F)(F)F)N=N2)=CC1=O|CC[C@@H](C(=O)NC1=CC(F)=C(C(N)=O)C=C1O)N1C=C(OC)C(C2=CC(Cl)=CC=C2N2C=C(C(F)(F)F)N=N2)=CC1=O|COC1=CN([C@H](C(=O)NC2=CC=C(C(N)=O)C(F)=C2)[C@@H](C)O)C(=O)C=C1C1=CC(Cl)=CC=C1N1C=C(C(F)(F)F)N=N1|CC[C@@H](C(=O)NC1=CC=C(C(N)=O)C=C1)N1C=C(OC)C(C2=CC(Cl)=CC=C2N2C=C(C(F)(F)F)N=N2)=CC1=O|CC[C@@H](C(=O)NC1=CC=C(C(N)=O)C(F)=C1O)N1C=C(OC)C(C2=CC(Cl)=CC=C2N2C=C(C(F)(F)F)N=N2)=CC1=O|COC1=CN([C@H](C(=O)NC2=CC=C(C(N)=O)C(F)=C2)[C@H](C)O)C(=O)C=C1C1=CC(Cl)=CC=C1N1C=C(C(F)(F)F)N=N1|CC[C@@H](C(=O)NC1=CC=C(C(N)=O)C(F)=C1)N1C(O)=C(OC)C(C2=CC(Cl)=CC=C2N2C=C(C(F)(F)F)N=N2)=CC1=O|CC[C@@H](C(=O)NC1=CC(F)=C(C(N)=O)C2OC12)N1C=C(OC)C(C2=CC(Cl)=CC=C2N2C=C(C(F)(F)F)N=N2)=CC1=O|COC1=CN(CC(=O)NC2=CC=C(C(N)=O)C(F)=C2)C(=O)C=C1C1=CC(Cl)=CC=C1N1C=C(C(F)(F)F)N=N1|CC[C@@](O)(C(=O)NC1=CC=C(C(N)=O)C(F)=C1)N1C=C(OC)C(C2=CC(Cl)=CC=C2N2C=C(C(F)(F)F)N=N2)=CC1=O|CC[C@@H](C(=O)NC1=CC=C(C(N)=O)C(F)=C1)N1C=C(OC)C(C2=CC(Cl)=CC=C2N2C=C(C(F)(F)F)[N+]([O-])=N2)=CC1=O|CC[C@@H](C(=O)NC1=CC=C(C(N)=O)C(F)=C1)N1C=C(OC)C(C2=CC(Cl)=CC=C2N2N=NC(C(F)(F)F)=C2O)=CC1=O
3,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(C)CC21,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(CO)CC21|CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(C)(O)CC21|CC(O)CCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(C)CC21|CCCCCC1=CC(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)=C2C(=C1)OC(C)(C)C1CCC(C)CC21|CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CC(O)C(C)CC21|CC1CCC2C(C1)C1=C(O)C=C(CCCCCO)C=C1OC2(C)C|CCCC(O)CC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(C)CC21|CCC(O)CCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(C)CC21|CCCCC(O)C1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(C)CC21|CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)[C@@H]1CCC(C)(O)C[C@@H]21|CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(C)C(O)C21|CCCCCC1=CC2=C(C(OS(=O)(=O)O)=C1)C1CC(C)CCC1C(C)(C)O2|CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)[C@@H]1C[C@@H](O)[C@H](C)C[C@@H]21|CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1C(O)CC(C)CC21|CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)[C@@H]1CCC(C)(O)C[C@H]21|CCCCCC1=CC(OC2OC(C(=O)O)C(O)C(O)C2O)=C2C(=C1)OC(C)(C)C1CCC(C)CC21|CCCCCC1=CC(O)=C2C(=C1)OC(C)(CO)C1CCC(C)CC21|CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)[C@@H]1CC[C@@](C)(O)C[C@@H]21|CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)[C@H]1CCC(C)(O)C[C@@H]21|CCCCCC1=CC(OC2OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)=C2C(=C1)OC(C)(C)C1CCC(C)CC21
4,CC(=O)NC1=CC=C(C)C(C(=O)N[C@H](C)/C2=C/C=C\C3=CC=CC=C23)=C1,CC1=CC=C(N)C=C1C(=O)N[C@H](C)C1=CC=CC2=CC=CC=C12|C[C@@H](N)C1=CC=CC2=CC=CC=C12|CC(=O)NC1=CC=C(C)C(C(=O)N[C@H](C)C2=CC=C(O)C3=CC=CC=C23)=C1|CC(=O)NC1=CC=C(C)C(/C(=N/[C@H](C)C2=CC=CC3=CC=CC=C23)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)=C1|CC(=O)NC1=CC=C(C)C(C(N)=O)=C1|CC1=CC=C(N)C=C1C(=O)NC(C)C1=CC=CC2=CC=CC=C12|CC(=O)NC1=CC=C(CO)C(C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C23)=C1|CC(=O)NC1=CC=C(C)C(C(=O)N[C@H](C)C2=CC=CC3=C2C=CC2OC32)=C1|CC(=O)NC1=CC=C(C)C(/C(=N\[C@H](C)C2=CC=CC3=CC=CC=C23)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)=C1|CC(=O)NC1=CC(C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C23)=C(C)C=C1O|CC(=O)NC1=CC=C(C)C(C(=O)N[C@H](C)C2=CC3OC3C3=CC=CC=C23)=C1|CC(=O)NC1=CC=C(C)C(C(=O)N[C@@H](CO)C2=CC=CC3=CC=CC=C23)=C1|CC(N)C1=CC=CC2=CC=CC=C12|CC1=CC=C(NC(=O)CO)C=C1C(=O)N[C@H](C)C1=CC=CC2=CC=CC=C12|CC1=CC=C(N)C=C1C(=O)N[C@@H](C)C1=CC=CC2=CC=CC=C12|CC(=O)NC1=CC(O)=C(C)C(C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C23)=C1|CC(=O)NC1=CC=C(C)C(C(=O)N[C@H](C)C2=CC=CC3=C2C2OC2C=C3)=C1|CC(=O)N(O)C1=CC=C(C)C(C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C23)=C1|CC(=O)NC1=CC(C(=O)NC(C)C2=CC=CC3=CC=CC=C23)=C(C)C=C1O|CC(=O)NC1=CC=C(C)C(C(=O)N[C@H](CO)C2=CC=CC3=CC=CC=C23)=C1
5,CC1=CC=C(N)C=C1C(=O)N[C@H](C)/C1=C/C=C\C2=CC=CC=C12,CC(=O)NC1=CC=C(C)C(C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C23)=C1|CC1=CC(O)=C(N)C=C1C(=O)N[C@H](C)C1=CC=CC2=CC=CC=C12|CC1=CC=C(O)C=C1C(=O)N[C@H](C)C1=CC=CC2=CC=CC=C12|CC1=CC=C(N)C=C1C(=O)N[C@H](C)C1=CC=C(O)C2=CC=CC=C12|CC(=O)C1=CC=CC2=CC=CC=C12|CC1=CC=C(NO)C=C1C(=O)N[C@H](C)C1=CC=CC2=CC=CC=C12|CC1=CC=C(N)C=C1C(=O)N[C@H](C)C1=CC=CC2=C1C1OC1C=C2|C[C@@H](NC(=O)C1=CC(N)=CC=C1CO)C1=CC=CC2=CC=CC=C12|C[C@@H](N)C1=CC=CC2=CC=CC=C12|CC1=C(O)C=C(N)C=C1C(=O)N[C@H](C)C1=CC=CC2=CC=CC=C12|CC1=CC=C(N)C=C1C(=O)N[C@H](C)C1=CC=CC2=CC=C(O)C=C12|CC1=CC=C(N)C=C1C(=O)N[C@@H](CO)C1=CC=CC2=CC=CC=C12|CC1=CC=C(N)C=C1C(=O)N[C@H](C)C1=CC=CC2=CC(O)=CC=C12|CC1=CC=C(N)C=C1C(=O)N[C@H](C)C1=CC2OC2C2=CC=CC=C12|CC1=CC=C(N)C(O)=C1C(=O)N[C@H](C)C1=CC=CC2=CC=CC=C12|C=C1C=CC(=N)C=C1C(=O)N[C@H](C)C1=CC=CC2=CC=CC=C12|CC1=CC=C(N)C=C1C(=O)N[C@H](C)C1=C(O)C=CC2=CC=CC=C12|CC1=CC=C(N)C=C1C(=O)N[C@H](C)C1=CC=CC2=C(O)C=CC=C12|CC1=CC=C(N)C=C1C(=O)N[C@H](C)C1=CC=CC2=C1C=CC1OC21|CC1=CC=C(N)C=C1C(=O)NCC1=CC=CC2=CC=CC=C12
6,CN1C=C(NC2=NC=CC(N3C[C@@H]4CC[C@H](C3)N4C(=O)[C@@H]3CC3(F)F)=N2)C=N1,O=C([C@@H]1CC1(F)F)N1[C@H]2CC[C@@H]1CN(C1=CC=NC(NC3=CNN=C3)=N1)C2|CN1C=C(NC2=NC=CC(N3C[C@@H]4CC[C@H](C3)N4C(=O)[C@@H]3CC3(F)F)=N2)C=[N+]1C1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O|CN1C=C(NC2=NC=C(O)C(N3C[C@@H]4CC[C@H](C3)N4C(=O)[C@@H]3CC3(F)F)=N2)C=N1|CN1C=C(NC2=NC=CC(N3C[C@@H]4CC[C@H](C3)N4)=N2)C=N1|NC1=NC=CC(N2C[C@@H]3CC[C@H](C2)N3C(=O)[C@@H]2CC2(F)F)=N1|CN1C=C(NC2=NC=CC(N3C[C@@H]4CC[C@H](C3)N4C(=O)[C@@H]3C(O)C3(F)F)=N2)C=N1|CN1C=C(NC2=NC=CC(NC[C@@H]3CC[C@H](C=O)N3C(=O)[C@@H]3CC3(F)F)=N2)C=N1|CN1C=C(NC2=NC=CC(NC[C@H]3CC[C@@H](C=O)N3C(=O)[C@@H]3CC3(F)F)=N2)C=N1|CN1C=C(NC2=NC=CC(N3C[C@@H]4CC[C@H](C3)N4C(=O)CC(F)(F)CO)=N2)C=N1|CN1C=C(NC2=NC=CC(N3C[C@@H]4CC[C@H](C3)N4C(=O)[C@@H]3CC3(F)F)=N2)C=N1|CN1C=C(NC2=NC=CC(N3C[C@@H]4CC(O)[C@@H](C3)N4C(=O)[C@@H]3CC3(F)F)=N2)C=N1|CN1C=C(NC2=NC=CC(N3C[C@@H]4CC[C@H](C3)[N+]4([O-])C(=O)[C@@H]3CC3(F)F)=N2)C=N1|CN1C=C(NC2=NC(O)=CC(N3C[C@@H]4CC[C@H](C3)N4C(=O)[C@@H]3CC3(F)F)=N2)C=N1|CN1C=C(NC2=NC=CC(N3C[C@@H]4CC[C@H](C3)N4C(=O)CC(F)(F)C=O)=N2)C=N1|CN1C=C(NC2=NC=CC(N3C[C@@H]4CC[C@H](C3)N4C(=O)[C@@H]3CC3(F)F)=N2)C(O)=N1|CN1C=C(NC2=NC=CC(N3C[C@@H]4CC[C@H](C3)N4C(=O)[C@@H]3[C@@H](O)C3(F)F)=N2)C=N1|O=C([C@@H]1CC1(F)F)N1[C@H]2CC[C@@H]1CN(C1=CC=NC(O)=N1)C2|CN1C=C(NC2=NC=CC(N3C[C@H]4C(O)C[C@H](C3)N4C(=O)[C@@H]3CC3(F)F)=N2)C=N1|CN1C=C(NC2=NC=CC(N3C[C@H]4CC[C@@H](C3O)N4C(=O)[C@@H]3CC3(F)F)=N2)C=N1|CN1C=C(NC2=NC=CC(N3C[C@@H]4CC[C@H](C3O)N4C(=O)[C@@H]3CC3(F)F)=N2)C=N1
7,C=CC(=O)NC1=CC(NC2=NC=C(C(=O)OC(C)C)C(/C3=C/N(C)C4=CC=CC=C34)=N2)=C(OC)C=C1N(C)CCN(C)C,C=CC(=O)NC1=CC(NC2=NC=C(C(=O)OC(C)C)C(C3=CNC4=CC=CC=C34)=N2)=C(OC)C=C1N(C)CCN(C)C|C=CC(=O)NC1=CC(O)=C(OC)C=C1N(C)CCN(C)C|C=CC(=O)NC1=CC(NC2=NC=C(C(=O)OC(C)C)C(C3=CN(C)C4=CC=CC=C34)=N2)=C(OC)C=C1N(C)CCNC|C=CC(=O)NC1=CC(NC2=NC=C(C(=O)O)C(C3=CN(C)C4=CC=CC=C34)=N2)=C(OC)C=C1N(C)CCN(C)C|COC1=CC(N(C)CCN(C)C)=C(N)C=C1NC1=NC=C(C(=O)OC(C)C)C(C2=CN(C)C3=CC=CC=C23)=N1|C=CC(=O)NC1=CC(NC2=NC=C(C(=O)OC(C)C)C(C3=CN(C)C4=CC=CC=C34)=N2)=C(OC)C=C1NC|C=CC(=O)NC1=CC(NC2=NC=C(C(=O)OC(C)C)C(C3=CN(C)C4=CC=CC=C34)=N2)=C(OC)C=C1NCCN(C)C|C=CC(=O)NC1=CC(NC2=NC=C(C(=O)OC(C)C)C(C3=CN(C)C4=CC=CC=C34)=N2)=C(OC)C=C1N(C)CC[N+](C)(C)[O-]|C=CC(=O)NC1=CC(NC2=NC=C(C(=O)OC(C)CO)C(C3=CN(C)C4=CC=CC=C34)=N2)=C(OC)C=C1N(C)CCN(C)C|CC(C)OC(=O)C1=CN=C(N)N=C1C1=CN(C)C2=CC=CC=C12|C=CC(=O)NC1=CC(NC2=NC=C(C(=O)OC(C)C)C(C3=CN(C)C4=CC=CC=C34)=N2)=C(O)C=C1N(C)CCN(C)C|C=CC(=O)NC1=CC(NC2=NC=C(C(=O)OC(C)C)C(C3=CN(C)C4=CC=CC=C34)=N2)=C(OC)C=C1N(C)CC=O|C=CC(=O)NC1=CC(NC2=NC=C(C(=O)OC(C)C)C(C3=CN(C)C4=CC=CC=C34)=N2)=C(OC)C=C1O|C=CC(=O)NC1=CC(NC2=NC=C(C(=O)OC(C)C)C(C3=CN(C)C4=CC=CC=C34)=N2)=C(OC)C=C1N(C)CCO|C=CC(=O)NC1=CC(NC2=NC=C(C(=O)OC(C)C)C(C3=CN(C)C4=CC=CC=C34)=N2)=C(OC)C=C1N(C)C(O)CN(C)C|C=CC(=O)NC1=CC(N)=C(OC)C=C1N(C)CCN(C)C|C=CC(=O)NC1=CC(NC2=NC=C(C(=O)OC(C)C)C(C3=CN(C)C4=CC=CC=C34)=N2)=C(OC)C=C1N(CO)CCN(C)C|C=CC(=O)NC1=CC(NC2=NC=C(C(=O)OC(C)C)C(C3=CN(C)C4=CC=CC=C34)=N2)=C(OC)C=C1N(C)CC(O)N(C)C|C=CC(=O)NC1=CC(NC2=NC=C(C(=O)OC(C)C)C(C3=CN=C4C=CC=CC34)=N2)=C(OC)C=C1N(C)CCN(C)C|COC1=CC(N(C)CCN(C)C)=C(NC=O)C=C1NC1=NC=C(C(=O)OC(C)C)C(C2=CN(C)C3=CC=CC=C23)=N1
8,CC1=CC=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1,OCC1=CC=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1|CC1=CC=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1C(O)C1=CC=C(C2=CC=C(F)C=C2)S1|CC1=C(O)C=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1|CC1=CC=CC=C1CC1=CC=C(C2=CC=C(F)C=C2)S1|CC1=CC(O)=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1|CC1=CC=C([C@@H]2OC(C=O)[C@@H](O)[C@H](O)[C@H]2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1|CC1=CC=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1=O|CC1=CC=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1CC1=C(O)C=C(C2=CC=C(F)C=C2)S1|CC1=CC=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(O)=C1CC1=CC=C(C2=CC=C(F)C=C2)S1|CC1=CC=C([C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1|CC1=CC=C([C@@H]2O[C@H](C=O)[C@@H](O)[C@H](O)[C@H]2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1|OCC1=CC=C(C2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1|CC1=CC=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1CC1=CC(O)=C(C2=CC=C(F)C=C2)S1|CC1=CC=C([C@@H]2OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1|CC1=C(CC2=CC=C(C3=CC=C(F)C=C3)S2)C=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C2OC12|CC1=CC=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](OC3OC(C(=O)O)C(O)C(O)C3O)[C@H]2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1|OCC1=CC=C([C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1|OCC1=CC=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)C2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1|OCC1=CC=C(C2OC(CO)C(O)C(O)[C@H]2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1|CC1=C(O)C=C(C2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1CC1=CC=C(C2=CC=C(F)C=C2)S1
9,COC1CCC(N2/C([C@@]3(C)CCC(=O)N3C3=CC=C(F)C(F)=C3)=N\C3=CC(C4=C(C)ON=C4C)=CC=C23)CC1,CC1=NOC(C)=C1C1=CC=C2C(=C1)N=C([C@@]1(C)CCC(=O)N1C1=CC=C(F)C(F)=C1)N2C1CCC(O)CC1|COC1CCC(N2C([C@@]3(C)CCC(=O)N3C3=CC=C(F)C(F)=C3)=NC3=CC(C4=C(CO)ON=C4C)=CC=C23)CC1|COC1CCC(N2C([C@@]3(C)CCC(=O)N3C3=CC=C(F)C(F)=C3)=NC3=CC(C4=C(C)ON=C4C)=CC=C23)CC1O|COC1CCC(N2C([C@@]3(C)CCC(=O)N3C3=CC=C(F)C(F)=C3)=NC3=CC(C4=C(C)ON=C4CO)=CC=C23)CC1|COC1CCC(N2C([C@@]3(C)CCC(=O)N3C3=CC=C(F)C(F)=C3)=NC3=CC(C4=C(C)ON=C4C)=CC=C23)C(O)C1|COC1CCC(N2C([C@]3(C)C(O)CC(=O)N3C3=CC=C(F)C(F)=C3)=NC3=CC(C4=C(C)ON=C4C)=CC=C23)CC1|COC1CCC(N2C([C@@]3(C)CC(O)C(=O)N3C3=CC=C(F)C(F)=C3)=NC3=CC(C4=C(C)ON=C4C)=CC=C23)CC1|CC1=NOC(C)=C1C1=CC=C2C(=C1)N=C(C1(C)CCC(=O)N1C1=CC=C(F)C(F)=C1)N2C1CCC(O)CC1|CC1=NOC(C)=C1C1=CC=C2NC([C@@]3(C)CCC(=O)N3C3=CC=C(F)C(F)=C3)=NC2=C1|COC1CCC(N2C([C@@]3(C)CCC(=O)N3C3=CC(F)=C(F)C=C3O)=NC3=CC(C4=C(C)ON=C4C)=CC=C23)CC1|COC1CCC(N2C([C@@]3(C)C=CC(=O)N3C3=CC=C(F)C(F)=C3)=NC3=CC(C4=C(C)ON=C4C)=CC=C23)CC1|COC1CCC(N2C([C@@]3(C)CCC(=O)N3)=NC3=CC(C4=C(C)ON=C4C)=CC=C23)CC1|COC1CCC(N2C([C@@]3(C)CCC(=O)N3C3=CC(O)=C(F)C(F)=C3)=NC3=CC(C4=C(C)ON=C4C)=CC=C23)CC1|CC1=NOC(C)=C1C1=CC=C2C(=C1)N=C([C@@]1(C)CCC(=O)N1C1=CC=C(F)C(F)=C1)N2C1CCC(OCO)CC1|COC1CCC(N2C([C@@]3(C)CCC(=O)N3C3=CC=C(F)C(F)=C3)=NC3=CC(C4=C(C)ON=C4C)=CC=C23)[C@H](O)C1|CC1=NOC(C)=C1C1=CC=C2C(=C1)N=C([C@]1(C)CCC(=O)N1C1=CC=C(F)C(F)=C1)N2C1CCC(O)CC1|COC1CCC(N2C([C@@]3(C)CCC(=O)N3C3=CC=C(F)C(F)=C3)=NC3=CC(C4=C(C)ON=C4C)=CC=C23)CC1|COC1=CCC(N2C([C@@]3(C)CCC(=O)N3C3=CC=C(F)C(F)=C3)=NC3=CC(C4=C(C)ON=C4C)=CC=C23)CC1|COC1C=CC(N2C([C@@]3(C)CCC(=O)N3C3=CC=C(F)C(F)=C3)=NC3=CC(C4=C(C)ON=C4C)=CC=C23)CC1|COC1CCC(N2C([C@@]3(C)CCC(=O)N3C3=CC=C(F)C(F)=C3)=NC3=CC(C4=C(C)ON=C4C)=CC=C23)C[C@H]1O
