,Molecule_Name,Molecule_Number,Atom_Number,Atom_Name,Atom,Span2end,Span2end_N_Correction,Span2end_CO_Correction,COO-Dist,COO_Correction,N+dist,N_Correction,Relative Span,2DSASA,Reactivity,Energy,3A4 Score,2D6 Score,2C9 Score,3A4 Ranking,2D6 Ranking,2C9 Ranking,N_ox,Similarity
0,Smiles,0,0,C,C.1,2,13.4,11.8,0,0,10,0.0,0.875,61.86961599999998,59.9,59.9,50.425215359999996,70.82521536,69.22521536,10,4,10,0.0,0.6666666666666666
1,Smiles,0,1,C,C.2,3,20.1,17.700000000000003,0,0,9,0.0,0.8125,6.465654899999999,999.0,999.0,992.241373804,1018.841373804,1016.441373804,23,22,23,0.0,0.0
2,Smiles,0,2,C,C.3,4,26.84,23.64,0,0,8,0.0,0.75,24.442110999999997,69.4,69.4,62.42231556000001,95.26231556,92.06231556,14,10,16,0.0,0.3333333333333333
3,Smiles,0,3,C,C.4,5,26.85,23.650000000000002,0,0,7,6.7,0.6875,4.345797800000001,999.0,999.0,993.326168088,1032.376168088,1022.476168088,26,24,26,0.0,0.0
4,Smiles,0,4,N,N.5,6,26.86,23.66,0,0,6,13.4,0.625,2.8684418999999988,63.9,63.9,58.785262324,104.04526232399999,87.445262324,13,14,14,0.0,0.3333333333333333
5,Smiles,0,5,C,C.6,7,26.87,23.67,0,0,5,20.1,0.5625,26.771962520000002,41.1,41.1,35.5291214992,86.9991214992,63.69912149920001,4,6,6,0.0,0.6666666666666666
6,Smiles,0,6,C,C.7,8,26.88,23.68,0,0,4,26.8,0.5,26.268026,59.9,59.9,54.84927896,112.52927896,82.52927896,11,17,13,0.0,0.6666666666666666
7,Smiles,0,7,N,N.8,7,26.87,23.67,0,0,3,33.5,0.5625,2.569141,42.6,42.6,37.99723436,102.86723436,66.16723436000001,6,13,8,0.0,1.0
8,Smiles,0,8,C,C.9,6,26.86,23.66,0,0,2,40.2,0.625,8.760472,41.1,41.1,35.74958112,107.80958112,64.40958112,5,15,7,0.0,0.6666666666666666
9,Smiles,0,9,C,C.10,5,26.85,23.650000000000002,0,0,2,40.2,0.6875,30.208876000000004,32.8,32.8,26.091644959999996,98.64164496,55.24164496,2,12,2,0.0,0.3333333333333333
10,Smiles,0,10,N,N.11,4,26.84,23.64,0,0,3,33.5,0.75,19.255013999999996,54.1,54.1,47.32979944,113.66979943999999,76.96979944,7,18,11,0.0,0.3333333333333333
11,Smiles,0,11,C,C.12,4,26.84,23.64,0,0,3,33.5,0.75,9.332628,32.8,32.8,26.426694879999996,92.76669488,56.06669488,3,8,3,0.0,0.3333333333333333
12,Smiles,0,12,C,C.13,3,20.1,17.700000000000003,0,0,4,26.8,0.8125,3.8081929999999984,999.0,999.0,992.34767228,1045.74767228,1016.54767228,25,26,25,0.0,0.0
13,Smiles,0,13,O,O.14,2,13.4,11.8,0,0,5,20.1,0.875,0.0,999.0,999.0,992.0,1032.5,1010.8,22,25,22,0.0,0.6666666666666666
14,Smiles,0,14,N,N.15,2,13.4,11.8,0,0,5,20.1,0.875,2.158785999999999,89.6,89.6,82.51364856,123.01364856,101.31364855999999,19,20,19,0.0,0.3333333333333333
15,Smiles,0,15,C,C.16,1,6.7,5.9,0,0,6,13.4,0.9375,34.444442,75.9,75.9,67.02222232000001,94.62222232000002,80.42222232000002,15,9,12,0.0,0.6666666666666666
16,Smiles,0,16,C,C.17,0,0.0,0.0,0,0,7,6.7,1.0,37.547349000000004,57.7,57.7,48.19810604,62.89810604,56.19810604,8,2,4,0.0,0.3333333333333333
17,Smiles,0,17,S,S.18,0,0.0,0.0,0,0,7,6.7,1.0,50.987199,26.3,26.3,16.260512040000002,30.96051204,24.260512040000002,1,1,1,0.0,0.3333333333333333
18,Smiles,0,18,C,C.19,1,6.7,5.9,0,0,6,13.4,0.9375,33.501222000000006,57.7,57.7,48.859951120000005,76.45995112000001,62.259951120000004,9,5,5,0.0,0.3333333333333333
19,Smiles,0,19,C,C.20,5,26.85,23.650000000000002,0,0,2,40.2,0.6875,23.040953999999992,75.9,75.9,69.47836184,142.02836184000003,98.62836184000001,16,21,18,0.0,0.3333333333333333
20,Smiles,0,20,C,C.21,8,26.88,23.68,0,0,4,26.8,0.5,26.268026,59.9,59.9,54.84927896,112.52927896,82.52927896,11,17,13,0.0,0.6666666666666666
21,Smiles,0,21,C,C.22,7,26.87,23.67,0,0,5,20.1,0.5625,26.771962520000002,41.1,41.1,35.5291214992,86.9991214992,63.69912149920001,4,6,6,0.0,0.6666666666666666
22,Smiles,0,22,N,N.23,4,26.84,23.64,0,0,8,0.0,0.75,0.5317526000000008,92.1,92.1,86.078729896,118.918729896,115.718729896,21,19,21,0.0,0.3333333333333333
23,Smiles,0,23,C,C.24,3,20.1,17.700000000000003,0,0,9,0.0,0.8125,4.7519637,999.0,999.0,992.309921452,1018.909921452,1016.5099214520001,24,23,24,0.0,0.0
24,Smiles,0,24,C,C.25,2,13.4,11.8,0,0,10,0.0,0.875,28.469494040000008,86.3,86.3,78.16122023839999,98.5612202384,96.96122023839999,18,11,17,0.0,1.0
25,Smiles,0,25,C,C.26,1,6.7,5.9,0,0,11,0.0,0.9375,33.49870604,86.3,86.3,77.4600517584,91.6600517584,90.8600517584,17,7,15,0.0,1.0
26,Smiles,0,26,C,C.27,0,0.0,0.0,0,0,12,0.0,1.0,36.239130040000006,68.2,68.2,58.7504347984,66.75043479840001,66.75043479840001,12,3,9,0.0,1.0
27,Smiles,0,27,C,C.28,1,6.7,5.9,0,0,11,0.0,0.9375,33.49870604,86.3,86.3,77.4600517584,91.6600517584,90.8600517584,17,7,15,0.0,1.0
28,Smiles,0,28,C,C.29,2,13.4,11.8,0,0,10,0.0,0.875,28.469494040000008,86.3,86.3,78.16122023839999,98.5612202384,96.96122023839999,18,11,17,0.0,1.0
29,Smiles,0,29,N,N.30,3,20.1,17.700000000000003,0,0,9,0.0,0.8125,19.11037056,92.1,92.1,84.8355851776,111.43558517759999,109.0355851776,20,16,20,0.0,0.3333333333333333
