,Molecule_Name,Molecule_Number,Atom_Number,Atom_Name,Atom,Span2end,Span2end_N_Correction,Span2end_CO_Correction,COO-Dist,COO_Correction,N+dist,N_Correction,Relative Span,2DSASA,Reactivity,Energy,3A4 Score,2D6 Score,2C9 Score,3A4 Ranking,2D6 Ranking,2C9 Ranking,N_ox,Similarity
0,Smiles,0,0,O,O.1,4,26.84,23.64,0,47.2,0,0,0.6923076923076923,0.0,999.0,999.0,993.4615384615385,1025.84,1069.8400000000001,20,23,23,0.0,0.6666666666666666
1,Smiles,0,1,C,C.2,5,26.85,23.650000000000002,1,41.300000000000004,0,0,0.6153846153846154,4.708861799999999,999.0,999.0,993.8885686049231,1025.661645528,1063.7616455280001,21,19,22,0.0,0.0
2,Smiles,0,2,N,N.3,4,26.84,23.64,2,35.400000000000006,0,0,0.6923076923076923,13.497583120000005,89.6,89.6,83.52163513673847,115.9000966752,148.10009667519998,11,12,13,0.0,0.3333333333333333
3,Smiles,0,3,O,O.4,3,20.1,17.700000000000003,3,29.5,0,0,0.7692307692307693,0.0,999.0,999.0,992.8461538461538,1019.1,1046.2,17,17,19,0.0,0.0
4,Smiles,0,4,C,C.5,2,13.4,11.8,4,23.6,0,0,0.8461538461538461,32.139488,62.2,62.2,54.14518971076924,74.31442048000001,96.31442048000001,3,2,2,0.0,0.4
5,Smiles,0,5,C,C.6,1,6.7,5.9,5,17.700000000000003,0,0,0.9230769230769231,36.719635,62.2,62.2,53.346599215384614,67.4312146,84.33121460000001,2,1,1,0.0,0.4
6,Smiles,0,6,O,O.7,0,0.0,0.0,6,11.8,0,0,1.0,0.0,999.0,999.0,991.0,999.0,1010.8,14,14,15,0.0,0.3333333333333333
7,Smiles,0,7,C,C.8,6,26.86,23.66,2,35.400000000000006,0,0,0.5384615384615384,2.285789900000001,999.0,999.0,994.6008760963077,1025.768568404,1057.9685684040003,23,22,21,0.0,0.0
8,Smiles,0,8,C,C.9,5,26.85,23.650000000000002,3,29.5,0,0,0.6153846153846154,22.307088040000004,74.1,74.1,68.28463955532307,100.05771647839998,126.3577164784,7,9,11,0.0,0.6666666666666666
9,Smiles,0,9,C,C.10,4,26.84,23.64,4,23.6,0,0,0.6923076923076923,26.553824040000006,68.2,68.2,61.599385499938464,93.9778470384,114.3778470384,4,5,7,0.0,0.6666666666666666
10,Smiles,0,10,C,C.11,4,26.84,23.64,5,17.700000000000003,0,0,0.6923076923076923,8.097092700000001,999.0,999.0,993.1376547535384,1025.5161162919999,1040.016116292,18,18,17,0.0,0.0
11,Smiles,0,11,C,C.12,3,20.1,17.700000000000003,6,11.8,0,0,0.7692307692307693,35.65667304000001,69.4,69.4,61.81988692455385,88.0737330784,97.4737330784,5,4,3,0.0,0.3333333333333333
12,Smiles,0,12,N,N.13,3,20.1,17.700000000000003,6,11.8,0,0,0.7692307692307693,26.81423052,92.1,92.1,84.87358462535383,111.12743077919998,120.52743077919999,12,11,10,0.0,0.6666666666666666
13,Smiles,0,13,C,C.14,4,26.84,23.64,5,17.700000000000003,0,0,0.6923076923076923,34.86506256000001,57.9,57.9,50.96693595913846,83.34539749759999,97.84539749759999,1,3,4,0.0,0.6666666666666666
14,Smiles,0,14,N,N.15,5,26.85,23.650000000000002,4,23.6,0,0,0.6153846153846154,2.1301687000000014,92.1,92.1,87.09171632892307,118.86479325199998,139.264793252,13,13,12,0.0,0.3333333333333333
15,Smiles,0,15,C,C.16,6,26.86,23.66,3,29.5,0,0,0.5384615384615384,3.3653786000000014,999.0,999.0,994.5576925483077,1025.725384856,1052.025384856,22,21,20,0.0,0.0
16,Smiles,0,16,N,N.17,5,26.85,23.650000000000002,4,23.6,0,0,0.6153846153846154,5.748569560000018,72.0,72.0,66.84698029452308,98.62005721759999,119.0200572176,6,8,9,0.0,0.6666666666666666
17,Smiles,0,17,C,C.18,4,26.84,23.64,5,17.700000000000003,0,0,0.6923076923076923,3.8689537000000005,999.0,999.0,993.3067803135384,1025.685241852,1040.1852418520002,19,20,18,0.0,0.0
18,Smiles,0,18,C,C.19,3,20.1,17.700000000000003,6,11.8,0,0,0.7692307692307693,25.26525604,86.3,86.3,79.13554360455383,105.3893897584,114.78938975839999,10,10,8,0.0,0.6666666666666666
19,Smiles,0,19,C,C.20,2,13.4,11.8,7,5.9,0,0,0.8461538461538461,26.511596040000008,84.1,84.1,76.27030538916922,96.4395361584,100.7395361584,8,6,5,0.0,0.6666666666666666
20,Smiles,0,20,C,C.21,1,6.7,5.9,8,0.0,0,0,0.9230769230769231,4.8473828,999.0,999.0,991.4214893033846,1005.506104688,1004.706104688,15,15,14,0.0,0.0
21,Smiles,0,22,C,C.23,2,13.4,11.8,7,5.9,0,0,0.8461538461538461,24.935383040000005,84.1,84.1,76.33335390916922,96.5025846784,100.8025846784,9,7,6,0.0,0.3333333333333333
22,Smiles,0,23,C,C.24,3,20.1,17.700000000000003,6,11.8,0,0,0.7692307692307693,6.7076408,999.0,999.0,992.5778482141538,1018.8316943680001,1028.231694368,16,16,16,0.0,0.0
