,Molecule_Name,Molecule_Number,Atom_Number,Atom_Name,Atom,Span2end,Span2end_N_Correction,Span2end_CO_Correction,COO-Dist,COO_Correction,N+dist,N_Correction,Relative Span,2DSASA,Reactivity,Energy,3A4 Score,2D6 Score,2C9 Score,3A4 Ranking,2D6 Ranking,2C9 Ranking,N_ox,Similarity
0,Smiles,0,0,C,C.1,3,20.1,17.700000000000003,0,0,12,0.0,0.8,47.27075169999997,89.6,89.6,81.30916993199999,107.80916993199999,105.409169932,13,9,13,0.0,0.3333333333333333
1,Smiles,0,1,C,C.2,4,26.84,23.64,0,0,11,0.0,0.7333333333333333,7.3597836999999995,62.2,62.2,56.03894198533334,88.745608652,85.545608652,4,3,6,0.0,0.4
2,Smiles,0,2,O,O.3,5,26.85,23.650000000000002,0,0,10,0.0,0.6666666666666666,0.0,999.0,999.0,993.6666666666666,1025.85,1022.65,22,23,25,0.0,0.0
3,Smiles,0,3,C,C.4,6,26.86,23.66,0,0,9,0.0,0.6,4.0742019,999.0,999.0,994.0370319240001,1025.697031924,1022.497031924,24,22,23,0.0,0.0
4,Smiles,0,4,C,C.5,7,26.87,23.67,0,0,8,0.0,0.5333333333333333,20.330127560000008,77.2,77.2,72.12012823093333,103.2567948976,100.0567948976,10,7,10,0.0,0.3333333333333333
5,Smiles,0,5,C,C.6,7,26.87,23.67,0,0,7,6.7,0.5333333333333333,3.568122699999999,999.0,999.0,994.5906084253334,1032.427275092,1022.527275092,25,24,24,0.0,0.0
6,Smiles,0,6,C,C.7,6,26.86,23.66,0,0,6,13.4,0.6,4.133360799999998,999.0,999.0,994.034665568,1039.094665568,1022.494665568,23,25,22,0.0,0.0
7,Smiles,0,7,C,C.8,5,26.85,23.650000000000002,0,0,6,13.4,0.6666666666666666,32.12172504000001,78.1,78.1,71.48179766506667,117.0651309984,100.4651309984,8,10,11,0.0,0.3333333333333333
8,Smiles,0,8,N,N.9,4,26.84,23.64,0,0,5,20.1,0.7333333333333333,21.902150040000002,92.1,92.1,85.35724733173333,138.1639139984,114.8639139984,14,15,15,0.0,0.3333333333333333
9,Smiles,0,9,N,N.10,4,26.84,23.64,0,0,4,26.8,0.7333333333333333,1.064340800000001,92.1,92.1,86.19075970133333,145.69742636799998,115.697426368,16,16,16,0.0,0.3333333333333333
10,Smiles,0,10,C,C.11,3,20.1,17.700000000000003,0,0,3,33.5,0.8,10.1554349,63.9,63.9,57.093782604,117.093782604,81.19378260399999,5,11,4,0.0,0.6666666666666666
11,Smiles,0,11,C,C.12,2,13.4,11.8,0,0,2,40.2,0.8666666666666667,30.489373999999998,75.9,75.9,67.74709170666667,128.28042504,86.48042504,6,14,7,0.0,0.3333333333333333
12,Smiles,0,12,C,C.13,1,6.7,5.9,0,0,1,46.9,0.9333333333333333,36.15098400000001,41.1,41.1,32.18729397333333,93.25396064,45.55396064,1,5,1,0.0,0.3333333333333333
13,Smiles,0,13,N,N.14,0,0.0,0.0,0,0,0,53.6,1.0,27.330536000000002,54.1,54.1,45.00677856,106.60677856000001,53.00677856,2,8,2,0.0,0.3333333333333333
14,Smiles,0,14,C,C.15,1,6.7,5.9,0,0,1,46.9,0.9333333333333333,36.15098400000001,41.1,41.1,32.18729397333333,93.25396064,45.55396064,1,5,1,0.0,0.3333333333333333
15,Smiles,0,15,C,C.16,2,13.4,11.8,0,0,2,40.2,0.8666666666666667,30.489373999999998,75.9,75.9,67.74709170666667,128.28042504,86.48042504,6,14,7,0.0,0.3333333333333333
16,Smiles,0,16,C,C.17,5,26.85,23.650000000000002,0,0,5,20.1,0.6666666666666666,26.085585040000005,78.1,78.1,71.72324326506667,124.00657659839999,100.7065765984,9,13,12,0.0,0.3333333333333333
17,Smiles,0,17,C,C.18,6,26.86,23.66,0,0,8,0.0,0.6,28.502637560000007,92.0,92.0,86.0598944976,117.7198944976,114.51989449759999,15,12,14,0.0,0.3333333333333333
18,Smiles,0,18,N,N.19,6,26.86,23.66,0,0,9,0.0,0.6,17.968279040000006,75.6,75.6,70.08126883839999,101.74126883839999,98.54126883839999,7,6,9,0.0,0.6666666666666666
19,Smiles,0,19,C,C.20,5,26.85,23.650000000000002,0,0,10,0.0,0.6666666666666666,6.4280318,999.0,999.0,993.4095453946667,1025.592878728,1022.392878728,21,21,21,0.0,0.0
20,Smiles,0,20,N,N.21,4,26.84,23.64,0,0,11,0.0,0.7333333333333333,49.519614,54.1,54.1,46.25254877333333,78.95921544,75.75921544,3,1,3,0.0,0.6666666666666666
21,Smiles,0,21,C,C.22,3,20.1,17.700000000000003,0,0,12,0.0,0.8,0.5522387999999996,999.0,999.0,992.577910448,1019.077910448,1016.677910448,20,20,20,0.0,0.0
