"Atom number","Rang","Delta P"
"12","1","0.635"
"2","2","0.522"
"11","3","0.075"
"10","4","-0.229"
"13","5","-0.229"
"3","6","-0.247"
"9","7","-0.257"
"14","8","-0.257"
"1","9","-0.284"
"22","10","-0.338"
"4","11","-0.403"
"6","12","-0.543"
"8","13","-0.565"
"25","14","-0.571"
"17","15","-0.574"
"26","16","-0.630"
"16","17","-0.683"
"5","18","-0.717"
"7","19","-0.745"
"15","20","-0.757"
"23","21","-0.758"
"27","22","-0.784"
"20","23","-0.785"
"18","24","-0.839"
"24","25","-0.878"
"19","26","-0.913"
"21","27","-0.916"
