"Atom number","Rang","Delta P"
"20","1","0.667"
"29","2","0.238"
"1","3","0.105"
"28","4","0.058"
"30","5","0.058"
"21","6","0.035"
"10","7","0.027"
"14","8","0.027"
"18","9","0.027"
"9","10","-0.044"
"11","11","-0.054"
"7","12","-0.056"
"23","13","-0.056"
"15","14","-0.063"
"27","15","-0.181"
"31","16","-0.181"
"3","17","-0.201"
"17","18","-0.202"
"13","19","-0.236"
"6","20","-0.287"
"24","21","-0.287"
"19","22","-0.291"
"16","23","-0.300"
"4","24","-0.338"
"26","25","-0.355"
"8","26","-0.380"
"5","27","-0.397"
"22","28","-0.410"
"2","29","-0.434"
"12","30","-0.572"
"32","31","-0.610"
"25","32","-0.842"
