"Atom number","Rang","Delta P"
"28","1","0.389"
"31","2","0.304"
"2","3","0.172"
"40","4","0.159"
"42","5","0.159"
"11","6","0.118"
"12","7","-0.017"
"37","8","-0.034"
"8","9","-0.072"
"19","10","-0.072"
"13","11","-0.081"
"17","12","-0.081"
"29","13","-0.121"
"5","14","-0.122"
"39","15","-0.145"
"43","16","-0.145"
"9","17","-0.146"
"18","18","-0.146"
"38","19","-0.170"
"33","20","-0.177"
"1","21","-0.207"
"4","22","-0.216"
"20","23","-0.220"
"14","24","-0.228"
"16","25","-0.228"
"25","26","-0.270"
"27","27","-0.288"
"36","28","-0.332"
"30","29","-0.344"
"21","30","-0.379"
"26","31","-0.396"
"3","32","-0.407"
"34","33","-0.408"
"35","34","-0.408"
"7","35","-0.412"
"41","36","-0.437"
"15","37","-0.449"
"6","38","-0.466"
"23","39","-0.467"
"32","40","-0.468"
"22","41","-0.497"
"10","42","-0.554"
"24","43","-0.611"
