"Atom number","Rang","Delta P"
"11","1","0.722"
"1","2","0.642"
"7","3","0.242"
"22","4","0.225"
"8","5","0.212"
"27","6","0.111"
"18","7","0.096"
"9","8","0.066"
"24","9","0.065"
"6","10","0.055"
"21","11","0.036"
"14","12","-0.039"
"20","13","-0.086"
"3","14","-0.178"
"13","15","-0.205"
"17","16","-0.213"
"23","17","-0.214"
"29","18","-0.280"
"12","19","-0.356"
"4","20","-0.417"
"10","21","-0.446"
"5","22","-0.508"
"16","23","-0.508"
"19","24","-0.512"
"2","25","-0.540"
"15","26","-0.547"
"25","27","-0.602"
"26","28","-0.617"
"28","29","-0.640"
