"Atom number","Rang","Delta P"
"25","1","0.789"
"27","2","0.789"
"24","3","0.735"
"2","4","0.513"
"9","5","0.397"
"1","6","0.382"
"23","7","0.365"
"10","8","0.270"
"19","9","0.206"
"30","10","0.206"
"8","11","0.176"
"22","12","0.176"
"3","13","0.175"
"4","14","0.076"
"17","15","0.000"
"31","16","0.000"
"26","17","-0.028"
"28","18","-0.028"
"18","19","-0.035"
"29","20","-0.035"
"20","21","-0.069"
"11","22","-0.260"
"15","23","-0.324"
"16","24","-0.450"
"21","25","-0.536"
"6","26","-0.550"
"14","27","-0.776"
"7","28","-0.779"
"5","29","-0.837"
"12","30","-0.842"
"13","31","-0.926"
