"Atom number","Rang","Delta P"
"4","1","0.082"
"22","2","0.044"
"15","3","0.017"
"10","4","-0.001"
"11","5","-0.005"
"20","6","-0.015"
"3","7","-0.039"
"31","8","-0.065"
"29","9","-0.084"
"25","10","-0.091"
"1","11","-0.103"
"9","12","-0.115"
"18","13","-0.115"
"12","14","-0.124"
"8","15","-0.135"
"30","16","-0.139"
"23","17","-0.144"
"13","18","-0.150"
"17","19","-0.150"
"6","20","-0.154"
"2","21","-0.156"
"24","22","-0.158"
"28","23","-0.161"
"14","24","-0.173"
"16","25","-0.173"
"26","26","-0.179"
"21","27","-0.182"
"19","28","-0.187"
"27","29","-0.190"
"5","30","-0.197"
"7","31","-0.207"
