"Atom number","Rang","Delta P"
"1","1","0.609"
"20","2","0.272"
"23","3","0.272"
"14","4","0.165"
"4","5","0.142"
"27","6","0.142"
"3","7","0.074"
"28","8","0.074"
"17","9","0.050"
"2","10","-0.058"
"18","11","-0.071"
"13","12","-0.083"
"11","13","-0.112"
"26","14","-0.112"
"19","15","-0.124"
"24","16","-0.124"
"12","17","-0.125"
"25","18","-0.125"
"16","19","-0.182"
"21","20","-0.202"
"15","21","-0.218"
"6","22","-0.408"
"7","23","-0.467"
"8","24","-0.467"
"22","25","-0.510"
"5","26","-0.571"
"10","27","-0.609"
"9","28","-0.834"
