"Atom number","Rang","Delta P"
"1","1","0.359"
"6","2","0.209"
"7","3","0.140"
"12","4","0.081"
"16","5","0.078"
"19","6","0.062"
"17","7","0.031"
"9","8","-0.011"
"28","9","-0.078"
"24","10","-0.083"
"33","11","-0.122"
"34","12","-0.151"
"35","13","-0.151"
"36","14","-0.151"
"23","15","-0.176"
"13","16","-0.192"
"14","17","-0.198"
"15","18","-0.198"
"20","19","-0.206"
"31","20","-0.260"
"21","21","-0.281"
"18","22","-0.285"
"11","23","-0.340"
"10","24","-0.350"
"5","25","-0.364"
"8","26","-0.385"
"4","27","-0.404"
"30","28","-0.423"
"26","29","-0.429"
"32","30","-0.459"
"25","31","-0.484"
"3","32","-0.491"
"2","33","-0.513"
"29","34","-0.568"
"27","35","-0.668"
"22","36","-0.709"
