"Atom number","Rang","Delta P"
"25","1","0.644"
"27","2","0.644"
"2","3","0.202"
"23","4","0.141"
"9","5","0.105"
"10","6","0.097"
"1","7","-0.084"
"3","8","-0.103"
"22","9","-0.256"
"4","10","-0.257"
"11","11","-0.363"
"8","12","-0.367"
"26","13","-0.421"
"28","14","-0.421"
"24","15","-0.452"
"19","16","-0.644"
"30","17","-0.644"
"17","18","-0.669"
"31","19","-0.669"
"15","20","-0.698"
"20","21","-0.701"
"16","22","-0.721"
"7","23","-0.789"
"18","24","-0.820"
"29","25","-0.820"
"14","26","-0.854"
"21","27","-0.870"
"5","28","-0.893"
"6","29","-0.915"
"12","30","-0.919"
"13","31","-0.947"
