"Atom number","Rang","Delta P"
"20","1","0.920"
"29","2","0.122"
"8","3","-0.006"
"28","4","-0.049"
"30","5","-0.049"
"7","6","-0.079"
"10","7","-0.079"
"14","8","-0.079"
"23","9","-0.079"
"13","10","-0.093"
"1","11","-0.123"
"6","12","-0.171"
"24","13","-0.171"
"9","14","-0.178"
"11","15","-0.201"
"18","16","-0.279"
"27","17","-0.293"
"31","18","-0.293"
"3","19","-0.357"
"5","20","-0.414"
"19","21","-0.428"
"21","22","-0.443"
"22","23","-0.468"
"12","24","-0.503"
"16","25","-0.512"
"26","26","-0.518"
"2","27","-0.570"
"4","28","-0.622"
"17","29","-0.634"
"15","30","-0.669"
"32","31","-0.756"
"25","32","-0.853"
