"Atom number","Rang","Delta P"
"7","1","0.527"
"30","2","0.275"
"32","3","0.275"
"4","4","0.268"
"62","5","0.241"
"57","6","0.112"
"60","7","0.112"
"56","8","0.086"
"61","9","0.086"
"5","10","0.085"
"8","11","0.047"
"29","12","0.022"
"33","13","0.022"
"9","14","-0.019"
"53","15","-0.019"
"46","16","-0.031"
"1","17","-0.050"
"3","18","-0.050"
"27","19","-0.050"
"6","20","-0.054"
"47","21","-0.062"
"10","22","-0.072"
"52","23","-0.072"
"48","24","-0.075"
"16","25","-0.126"
"14","26","-0.135"
"19","27","-0.144"
"42","28","-0.144"
"54","29","-0.146"
"45","30","-0.147"
"24","31","-0.152"
"50","32","-0.168"
"41","33","-0.180"
"43","34","-0.183"
"23","35","-0.186"
"13","36","-0.194"
"28","37","-0.195"
"55","38","-0.204"
"2","39","-0.237"
"31","40","-0.240"
"17","41","-0.241"
"44","42","-0.270"
"11","43","-0.272"
"20","44","-0.273"
"21","45","-0.273"
"49","46","-0.283"
"58","47","-0.303"
"59","48","-0.307"
"38","49","-0.324"
"12","50","-0.326"
"36","51","-0.331"
"37","52","-0.331"
"39","53","-0.334"
"51","54","-0.340"
"15","55","-0.343"
"22","56","-0.358"
"25","57","-0.408"
"26","58","-0.414"
"35","59","-0.425"
"34","60","-0.426"
"40","61","-0.430"
"18","62","-0.472"
