"Atom number","Rang","Delta P"
"15","1","0.936"
"36","2","-0.257"
"30","3","-0.354"
"7","4","-0.386"
"8","5","-0.386"
"29","6","-0.411"
"35","7","-0.417"
"26","8","-0.429"
"25","9","-0.451"
"11","10","-0.495"
"13","11","-0.502"
"6","12","-0.523"
"9","13","-0.541"
"33","14","-0.544"
"12","15","-0.559"
"32","16","-0.578"
"2","17","-0.580"
"27","18","-0.589"
"14","19","-0.611"
"39","20","-0.621"
"22","21","-0.624"
"23","22","-0.624"
"18","23","-0.700"
"1","24","-0.708"
"3","25","-0.708"
"42","26","-0.713"
"19","27","-0.745"
"24","28","-0.757"
"16","29","-0.794"
"10","30","-0.822"
"41","31","-0.834"
"28","32","-0.860"
"5","33","-0.869"
"37","34","-0.879"
"17","35","-0.880"
"40","36","-0.890"
"20","37","-0.893"
"4","38","-0.897"
"31","39","-0.905"
"38","40","-0.908"
"34","41","-0.928"
"21","42","-0.929"
