"Atom number","Rang","Delta P"
"15","1","0.160"
"14","2","0.111"
"21","3","0.082"
"8","4","0.079"
"27","5","0.079"
"9","6","0.033"
"30","7","0.030"
"31","8","0.027"
"19","9","-0.026"
"28","10","-0.055"
"22","11","-0.069"
"11","12","-0.112"
"13","13","-0.112"
"24","14","-0.112"
"26","15","-0.112"
"17","16","-0.139"
"6","17","-0.142"
"5","18","-0.227"
"23","19","-0.287"
"18","20","-0.330"
"12","21","-0.360"
"1","22","-0.371"
"20","23","-0.391"
"16","24","-0.406"
"25","25","-0.412"
"10","26","-0.423"
"3","27","-0.432"
"7","28","-0.456"
"2","29","-0.515"
"4","30","-0.528"
"29","31","-0.575"
