"Atom number","Rang","Delta P"
"8","1","0.231"
"23","2","0.074"
"33","3","0.044"
"31","4","0.022"
"2","5","-0.026"
"19","6","-0.056"
"26","7","-0.072"
"13","8","-0.075"
"16","9","-0.075"
"18","10","-0.075"
"36","11","-0.086"
"29","12","-0.104"
"27","13","-0.127"
"1","14","-0.155"
"3","15","-0.155"
"20","16","-0.155"
"21","17","-0.155"
"22","18","-0.297"
"5","19","-0.305"
"25","20","-0.324"
"4","21","-0.330"
"28","22","-0.353"
"24","23","-0.358"
"35","24","-0.388"
"9","25","-0.400"
"14","26","-0.406"
"6","27","-0.424"
"11","28","-0.438"
"17","29","-0.450"
"7","30","-0.468"
"10","31","-0.489"
"32","32","-0.558"
"12","33","-0.568"
"30","34","-0.641"
"15","35","-0.645"
"34","36","-0.682"
