"Atom number","Rang","Delta P"
"1","1","0.540"
"20","2","0.240"
"21","3","0.240"
"16","4","-0.046"
"13","5","-0.101"
"29","6","-0.124"
"11","7","-0.131"
"19","8","-0.133"
"15","9","-0.145"
"24","10","-0.150"
"8","11","-0.151"
"17","12","-0.151"
"12","13","-0.164"
"18","14","-0.210"
"30","15","-0.229"
"23","16","-0.253"
"26","17","-0.267"
"10","18","-0.284"
"22","19","-0.381"
"4","20","-0.410"
"6","21","-0.447"
"7","22","-0.469"
"14","23","-0.469"
"2","24","-0.534"
"9","25","-0.552"
"3","26","-0.577"
"5","27","-0.603"
"28","28","-0.632"
"27","29","-0.707"
"25","30","-0.734"
