"Atom number","Rang","Delta P"
"40","1","0.658"
"13","2","0.535"
"2","3","0.412"
"4","4","0.393"
"16","5","0.381"
"17","6","0.381"
"19","7","0.381"
"20","8","0.381"
"22","9","0.381"
"23","10","0.381"
"25","11","0.381"
"26","12","0.381"
"28","13","0.381"
"29","14","0.381"
"31","15","0.381"
"32","16","0.381"
"34","17","0.381"
"35","18","0.381"
"37","19","0.332"
"14","20","0.329"
"38","21","0.314"
"1","22","0.239"
"3","23","0.096"
"5","24","0.020"
"7","25","-0.244"
"42","26","-0.244"
"11","27","-0.304"
"8","28","-0.457"
"41","29","-0.457"
"10","30","-0.594"
"15","31","-0.612"
"18","32","-0.612"
"21","33","-0.612"
"24","34","-0.612"
"27","35","-0.612"
"30","36","-0.612"
"33","37","-0.612"
"36","38","-0.612"
"6","39","-0.615"
"9","40","-0.681"
"12","41","-0.716"
"39","42","-0.807"
