"Atom number","Rang","Delta P"
"1","1","0.764"
"3","2","0.764"
"6","3","0.510"
"2","4","0.393"
"13","5","-0.086"
"28","6","-0.086"
"16","7","-0.109"
"25","8","-0.113"
"24","9","-0.121"
"22","10","-0.135"
"20","11","-0.146"
"26","12","-0.146"
"10","13","-0.235"
"5","14","-0.248"
"4","15","-0.275"
"14","16","-0.378"
"19","17","-0.391"
"27","18","-0.391"
"17","19","-0.392"
"12","20","-0.409"
"29","21","-0.409"
"9","22","-0.452"
"21","23","-0.461"
"23","24","-0.464"
"8","25","-0.510"
"18","26","-0.511"
"7","27","-0.644"
"11","28","-0.677"
"15","29","-0.688"
