"Atom number","Rang","Delta P"
"15","1","0.291"
"21","2","0.145"
"18","3","-0.081"
"28","4","-0.107"
"30","5","-0.153"
"11","6","-0.156"
"13","7","-0.156"
"24","8","-0.156"
"26","9","-0.156"
"8","10","-0.163"
"22","11","-0.172"
"3","12","-0.225"
"27","13","-0.243"
"5","14","-0.257"
"31","15","-0.291"
"9","16","-0.296"
"6","17","-0.302"
"14","18","-0.337"
"17","19","-0.349"
"1","20","-0.499"
"20","21","-0.499"
"16","22","-0.513"
"19","23","-0.553"
"7","24","-0.578"
"23","25","-0.717"
"12","26","-0.787"
"25","27","-0.791"
"10","28","-0.814"
"2","29","-0.848"
"4","30","-0.886"
"29","31","-0.913"
