"Atom number","Rang","Delta P"
"1","1","0.871"
"3","2","0.871"
"20","3","0.869"
"21","4","0.869"
"6","5","0.006"
"11","6","-0.080"
"13","7","-0.106"
"16","8","-0.106"
"18","9","-0.106"
"17","10","-0.198"
"5","11","-0.215"
"14","12","-0.294"
"24","13","-0.342"
"2","14","-0.349"
"30","15","-0.358"
"4","16","-0.379"
"29","17","-0.398"
"27","18","-0.412"
"12","19","-0.454"
"19","20","-0.455"
"25","21","-0.466"
"22","22","-0.492"
"9","23","-0.500"
"28","24","-0.512"
"36","25","-0.557"
"23","26","-0.564"
"33","27","-0.564"
"34","28","-0.568"
"7","29","-0.574"
"26","30","-0.586"
"31","31","-0.593"
"35","32","-0.705"
"32","33","-0.706"
"15","34","-0.707"
"10","35","-0.724"
"8","36","-0.736"
