"Atom number","Rang","Delta P"
"15","1","0.929"
"36","2","-0.303"
"8","3","-0.466"
"7","4","-0.467"
"11","5","-0.531"
"35","6","-0.559"
"26","7","-0.561"
"25","8","-0.576"
"13","9","-0.578"
"12","10","-0.624"
"14","11","-0.633"
"30","12","-0.653"
"6","13","-0.665"
"33","14","-0.668"
"9","15","-0.681"
"22","16","-0.696"
"23","17","-0.696"
"29","18","-0.701"
"32","19","-0.704"
"39","20","-0.704"
"27","21","-0.705"
"2","22","-0.731"
"42","23","-0.799"
"1","24","-0.808"
"3","25","-0.808"
"18","26","-0.835"
"16","27","-0.851"
"19","28","-0.853"
"24","29","-0.881"
"10","30","-0.908"
"17","31","-0.911"
"20","32","-0.915"
"4","33","-0.928"
"28","34","-0.931"
"38","35","-0.933"
"40","36","-0.940"
"37","37","-0.942"
"21","38","-0.945"
"5","39","-0.947"
"31","40","-0.949"
"34","41","-0.955"
"41","42","-0.965"
