"Atom number","Rang","Delta P"
"1","1","0.462"
"24","2","0.210"
"12","3","-0.001"
"3","4","-0.052"
"4","5","-0.084"
"32","6","-0.094"
"28","7","-0.101"
"25","8","-0.145"
"15","9","-0.154"
"21","10","-0.157"
"29","11","-0.175"
"31","12","-0.178"
"16","13","-0.179"
"5","14","-0.192"
"8","15","-0.192"
"9","16","-0.192"
"30","17","-0.240"
"17","18","-0.275"
"7","19","-0.280"
"10","20","-0.280"
"14","21","-0.291"
"2","22","-0.300"
"6","23","-0.330"
"13","24","-0.332"
"11","25","-0.394"
"18","26","-0.408"
"20","27","-0.432"
"26","28","-0.452"
"19","29","-0.461"
"22","30","-0.553"
"23","31","-0.573"
"27","32","-0.576"
