"Atom number","Rang","Delta P"
"25","1","0.655"
"27","2","0.655"
"23","3","0.219"
"1","4","0.016"
"2","5","-0.001"
"9","6","-0.017"
"10","7","-0.181"
"22","8","-0.224"
"8","9","-0.292"
"3","10","-0.362"
"24","11","-0.396"
"26","12","-0.408"
"28","13","-0.408"
"4","14","-0.439"
"11","15","-0.563"
"19","16","-0.719"
"30","17","-0.719"
"17","18","-0.756"
"31","19","-0.756"
"16","20","-0.759"
"15","21","-0.762"
"20","22","-0.785"
"18","23","-0.821"
"29","24","-0.821"
"7","25","-0.846"
"21","26","-0.866"
"14","27","-0.890"
"5","28","-0.920"
"12","29","-0.921"
"6","30","-0.928"
"13","31","-0.944"
