"Atom number","Rang","Delta P"
"47","1","0.186"
"1","2","-0.098"
"7","3","-0.098"
"45","4","-0.098"
"4","5","-0.160"
"20","6","-0.215"
"33","7","-0.215"
"41","8","-0.220"
"10","9","-0.235"
"19","10","-0.247"
"21","11","-0.247"
"32","12","-0.247"
"34","13","-0.247"
"39","14","-0.258"
"46","15","-0.302"
"3","16","-0.371"
"5","17","-0.371"
"15","18","-0.382"
"24","19","-0.382"
"28","20","-0.382"
"40","21","-0.382"
"29","22","-0.387"
"27","23","-0.396"
"16","24","-0.399"
"14","25","-0.421"
"18","26","-0.421"
"22","27","-0.421"
"31","28","-0.421"
"35","29","-0.421"
"42","30","-0.436"
"43","31","-0.436"
"23","32","-0.542"
"26","33","-0.580"
"11","34","-0.605"
"30","35","-0.636"
"17","36","-0.647"
"49","37","-0.654"
"8","38","-0.667"
"2","39","-0.677"
"6","40","-0.677"
"12","41","-0.698"
"38","42","-0.701"
"37","43","-0.718"
"50","44","-0.729"
"48","45","-0.765"
"36","46","-0.781"
"44","47","-0.785"
"13","48","-0.788"
"9","49","-0.858"
"25","50","-0.871"
