"Atom number","Rang","Delta P"
"30","1","0.393"
"32","2","0.393"
"4","3","0.369"
"62","4","0.342"
"7","5","0.298"
"5","6","0.260"
"23","7","0.225"
"27","8","0.222"
"29","9","0.200"
"33","10","0.200"
"41","11","0.187"
"38","12","0.179"
"46","13","0.154"
"24","14","0.140"
"57","15","0.126"
"60","16","0.126"
"48","17","0.100"
"56","18","0.089"
"61","19","0.089"
"6","20","0.051"
"9","21","0.051"
"53","22","0.051"
"1","23","0.049"
"3","24","0.049"
"28","25","0.045"
"50","26","0.018"
"14","27","0.013"
"15","28","0.001"
"54","29","0.000"
"19","30","-0.018"
"26","31","-0.046"
"2","32","-0.054"
"49","33","-0.059"
"17","34","-0.063"
"47","35","-0.067"
"55","36","-0.071"
"8","37","-0.082"
"36","38","-0.082"
"37","39","-0.082"
"25","40","-0.092"
"31","41","-0.092"
"42","42","-0.104"
"44","43","-0.108"
"43","44","-0.119"
"59","45","-0.120"
"20","46","-0.121"
"21","47","-0.121"
"13","48","-0.125"
"58","49","-0.127"
"35","50","-0.129"
"34","51","-0.131"
"10","52","-0.134"
"52","53","-0.134"
"39","54","-0.162"
"51","55","-0.164"
"22","56","-0.165"
"16","57","-0.166"
"12","58","-0.173"
"11","59","-0.189"
"45","60","-0.195"
"40","61","-0.209"
"18","62","-0.354"
