"Atom number","Rang","Delta P"
"18","1","0.697"
"20","2","0.697"
"2","3","0.321"
"25","4","0.139"
"16","5","0.007"
"24","6","-0.059"
"8","7","-0.121"
"26","8","-0.331"
"28","9","-0.338"
"29","10","-0.338"
"23","11","-0.401"
"1","12","-0.402"
"9","13","-0.416"
"12","14","-0.514"
"19","15","-0.514"
"21","16","-0.514"
"4","17","-0.584"
"17","18","-0.676"
"14","19","-0.678"
"15","20","-0.715"
"7","21","-0.741"
"5","22","-0.777"
"10","23","-0.790"
"27","24","-0.813"
"22","25","-0.835"
"11","26","-0.865"
"6","27","-0.901"
"13","28","-0.930"
"3","29","-0.952"
