"Atom number","Rang","Delta P"
"1","1","0.174"
"10","2","0.149"
"26","3","0.131"
"27","4","0.130"
"5","5","0.112"
"33","6","0.059"
"28","7","0.029"
"3","8","-0.016"
"7","9","-0.016"
"9","10","-0.016"
"12","11","-0.016"
"23","12","-0.016"
"30","13","-0.016"
"25","14","-0.027"
"22","15","-0.127"
"4","16","-0.150"
"32","17","-0.168"
"24","18","-0.257"
"21","19","-0.267"
"11","20","-0.446"
"2","21","-0.463"
"31","22","-0.494"
"16","23","-0.543"
"14","24","-0.566"
"15","25","-0.604"
"8","26","-0.612"
"17","27","-0.625"
"6","28","-0.653"
"29","29","-0.653"
"13","30","-0.707"
"18","31","-0.837"
"19","32","-0.879"
"20","33","-0.979"
